DATA_INIZIO_AMMINISTRATIVA,DATA_FINE_AMMINISTRATIVA,COD_CATASTO,PRO_COM,PRO_COM_T,COMUNE,COMUNE_IT,COMUNE_A,COD_DEN_STORICO,COD_UTS,ID_UTS_TIPO,DESC_UTS_TIPO,COD_REG,SIGLA_UTS,COD_RIP
05-12-1972,31-12-9999,L724,21116,021116,Velturno/Feldthurns,VELTURNO,FELDTHURNS,,021,2,Provincia autonoma,04,BZ,2
10-06-1964,05-12-1972,E491,21117,021117,La Valle/Wengen,LA VALLE,WENGEN,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,E491,21117,021117,La Valle/Wengen,LA VALLE,WENGEN,,021,2,Provincia autonoma,04,BZ,2
18-09-1974,31-12-9999,I603,21118,021118,Senale-San Felice/Unsere Liebe Frau im Walde-St. Felix,SENALE-SAN FELICE,UNSERE LIEBE FRAU IM WALDE-ST. FELIX,,021,2,Provincia autonoma,04,BZ,2
18-09-1974,31-12-9999,I603,21118,021118,Senale-San Felice/Unsere Liebe Frau im Walde-St. Felix,SENALE-SAN FELICE,UNSERE LIEBE FRAU IM WALDE-ST. FELIX,,021,2,Provincia autonoma,04,BZ,2
09-12-1928,01-01-1948,B529,21016,021016,Campo di Trens/Freienfeld,CAMPO DI TRENS,FREIENFELD,,021,1,Provincia,00,BZ,2
09-12-1928,01-01-1948,B529,21016,021016,Campo di Trens/Freienfeld,CAMPO DI TRENS,FREIENFELD,,021,1,Provincia,00,BZ,2
09-12-1928,01-01-1948,B529,21016,021016,Campo di Trens/Freienfeld,CAMPO DI TRENS,FREIENFELD,,021,1,Provincia,00,BZ,2
01-01-1948,05-12-1972,B529,21016,021016,Campo di Trens/Freienfeld,CAMPO DI TRENS,FREIENFELD,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,B529,21016,021016,Campo di Trens/Freienfeld,CAMPO DI TRENS,FREIENFELD,,021,2,Provincia autonoma,04,BZ,2
14-03-1948,05-12-1972,E481,21043,021043,Lauregno/Laurein,LAUREGNO,LAUREIN,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,E481,21043,021043,Lauregno/Laurein,LAUREGNO,LAUREIN,,021,2,Provincia autonoma,04,BZ,2
14-03-1948,05-12-1972,H081,21069,021069,Proves/Proveis,PROVES,PROVEIS,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,H081,21069,021069,Proves/Proveis,PROVES,PROVEIS,,021,2,Provincia autonoma,04,BZ,2
01-01-2018,07-12-2018,M390,22250,022250,Sèn Jan di Fassa-Sèn Jan,SÈN JAN DI FASSA,SÈN JAN,022524,022,2,Provincia autonoma,04,TN,2
01-01-2018,07-12-2018,M390,22250,022250,Sèn Jan di Fassa-Sèn Jan,SÈN JAN DI FASSA,SÈN JAN,022524,022,2,Provincia autonoma,04,TN,2
07-12-2018,31-12-9999,M390,22250,022250,San Giovanni di Fassa-Sèn Jan,SAN GIOVANNI DI FASSA,SÈN JAN,,022,2,Provincia autonoma,04,TN,2
14-02-1929,01-01-1948,C062,21018,021018,Castelbello-Ciardes/Kastelbell-Tschars,CASTELBELLO-CIARDES,KASTELBELL-TSCHARS,,021,1,Provincia,00,BZ,2
14-02-1929,01-01-1948,C062,21018,021018,Castelbello-Ciardes/Kastelbell-Tschars,CASTELBELLO-CIARDES,KASTELBELL-TSCHARS,,021,1,Provincia,00,BZ,2
14-02-1929,01-01-1948,C062,21018,021018,Castelbello-Ciardes/Kastelbell-Tschars,CASTELBELLO-CIARDES,KASTELBELL-TSCHARS,,021,1,Provincia,00,BZ,2
14-02-1929,01-01-1948,C062,21018,021018,Castelbello-Ciardes/Kastelbell-Tschars,CASTELBELLO-CIARDES,KASTELBELL-TSCHARS,,021,1,Provincia,00,BZ,2
14-02-1929,01-01-1948,C062,21018,021018,Castelbello-Ciardes/Kastelbell-Tschars,CASTELBELLO-CIARDES,KASTELBELL-TSCHARS,,021,1,Provincia,00,BZ,2
01-01-1948,05-12-1972,C062,21018,021018,Castelbello-Ciardes/Kastelbell-Tschars,CASTELBELLO-CIARDES,KASTELBELL-TSCHARS,,021,1,Provincia,04,BZ,2
05-12-1972,20-08-1980,C062,21018,021018,Castelbello-Ciardes/Kastelbell-Tschars,CASTELBELLO-CIARDES,KASTELBELL-TSCHARS,,021,2,Provincia autonoma,04,BZ,2
20-08-1980,31-12-9999,C062,21018,021018,Castelbello-Ciardes/Kastelbell-Tschars,CASTELBELLO-CIARDES,KASTELBELL-TSCHARS,,021,2,Provincia autonoma,04,BZ,2
20-08-1980,31-12-9999,C062,21018,021018,Castelbello-Ciardes/Kastelbell-Tschars,CASTELBELLO-CIARDES,KASTELBELL-TSCHARS,,021,2,Provincia autonoma,04,BZ,2
14-02-1929,01-01-1948,F856,21057,021057,Naz-Sciaves/Natz-Schabs,NAZ-SCIAVES,NATZ-SCHABS,,021,1,Provincia,00,BZ,2
14-02-1929,01-01-1948,F856,21057,021057,Naz-Sciaves/Natz-Schabs,NAZ-SCIAVES,NATZ-SCHABS,,021,1,Provincia,00,BZ,2
01-01-1948,05-12-1972,F856,21057,021057,Naz-Sciaves/Natz-Schabs,NAZ-SCIAVES,NATZ-SCHABS,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,F856,21057,021057,Naz-Sciaves/Natz-Schabs,NAZ-SCIAVES,NATZ-SCHABS,,021,2,Provincia autonoma,04,BZ,2
21-02-1929,01-01-1948,L595,21108,021108,Valle Aurina/Ahrntal,VALLE AURINA,AHRNTAL,,021,1,Provincia,00,BZ,2
21-02-1929,01-01-1948,L595,21108,021108,Valle Aurina/Ahrntal,VALLE AURINA,AHRNTAL,,021,1,Provincia,00,BZ,2
21-02-1929,01-01-1948,L595,21108,021108,Valle Aurina/Ahrntal,VALLE AURINA,AHRNTAL,,021,1,Provincia,00,BZ,2
21-02-1929,01-01-1948,L595,21108,021108,Valle Aurina/Ahrntal,VALLE AURINA,AHRNTAL,,021,1,Provincia,00,BZ,2
21-02-1929,01-01-1948,L595,21108,021108,Valle Aurina/Ahrntal,VALLE AURINA,AHRNTAL,,021,1,Provincia,00,BZ,2
01-01-1948,27-08-1958,L595,21108,021108,Valle Aurina/Ahrntal,VALLE AURINA,AHRNTAL,,021,1,Provincia,04,BZ,2
27-08-1958,05-12-1972,L595,21108,021108,Valle Aurina/Ahrntal,VALLE AURINA,AHRNTAL,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,L595,21108,021108,Valle Aurina/Ahrntal,VALLE AURINA,AHRNTAL,,021,2,Provincia autonoma,04,BZ,2
