DATA_INIZIO_AMMINISTRATIVA,DATA_FINE_AMMINISTRATIVA,COD_CATASTO,PRO_COM,PRO_COM_T,COMUNE,COMUNE_IT,COMUNE_A,COD_DEN_STORICO,COD_UTS,ID_UTS_TIPO,DESC_UTS_TIPO,COD_REG,SIGLA_UTS,COD_RIP
16-10-1920,14-02-1923,E491,802213,802213,La Valle/Wengen,LA VALLE,WENGEN,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,E491,22407,022407,La Valle/Wengen,LA VALLE,WENGEN,,022,1,Provincia,00,TN,2
12-01-1927,15-06-1928,E491,21117,021117,La Valle/Wengen,LA VALLE,WENGEN,,021,1,Provincia,00,BZ,2
15-06-1928,15-06-1928,E491,21117,021117,La Valle/Wengen,LA VALLE,WENGEN,,021,1,Provincia,00,BZ,2
16-10-1920,14-02-1923,E398,802214,802214,Laces/Latsch,LACES,LATSCH,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,E398,22408,022408,Laces/Latsch,LACES,LATSCH,,022,1,Provincia,00,TN,2
12-01-1927,09-12-1928,E398,21037,021037,Laces/Latsch,LACES,LATSCH,,021,1,Provincia,00,BZ,2
09-12-1928,01-01-1948,E398,21037,021037,Laces/Latsch,LACES,LATSCH,,021,1,Provincia,00,BZ,2
09-12-1928,01-01-1948,E398,21037,021037,Laces/Latsch,LACES,LATSCH,,021,1,Provincia,00,BZ,2
09-12-1928,01-01-1948,E398,21037,021037,Laces/Latsch,LACES,LATSCH,,021,1,Provincia,00,BZ,2
09-12-1928,01-01-1948,E398,21037,021037,Laces/Latsch,LACES,LATSCH,,021,1,Provincia,00,BZ,2
01-01-1948,05-12-1972,E398,21037,021037,Laces/Latsch,LACES,LATSCH,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,E398,21037,021037,Laces/Latsch,LACES,LATSCH,,021,2,Provincia autonoma,04,BZ,2
16-10-1920,14-02-1923,E399,802215,802215,Lacigno/Latschinig,LACIGNO,LATSCHINIG,021547,802,1,Provincia,00,TN,2
14-02-1923,27-04-1923,E399,22409,022409,Lacigno/Latschinig,LACIGNO,LATSCHINIG,021547,022,1,Provincia,00,TN,2
27-04-1923,12-01-1927,E399,22409,022409,Lacinigo/Latschinig,LACINIGO,LATSCHINIG,,022,1,Provincia,00,TN,2
12-01-1927,14-02-1929,E399,21834,021834,Lacinigo/Latschinig,LACINIGO,LATSCHINIG,,021,1,Provincia,00,BZ,2
14-02-1929,14-02-1929,E399,21834,021834,Lacinigo/Latschinig,LACINIGO,LATSCHINIG,,021,1,Provincia,00,BZ,2
16-10-1920,14-02-1923,E412,802216,802216,Lagundo/Algund,LAGUNDO,ALGUND,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,E412,22410,022410,Lagundo/Algund,LAGUNDO,ALGUND,,022,1,Provincia,00,TN,2
12-01-1927,01-01-1948,E412,21038,021038,Lagundo/Algund,LAGUNDO,ALGUND,,021,1,Provincia,00,BZ,2
01-01-1948,16-04-1958,E412,21038,021038,Lagundo/Algund,LAGUNDO,ALGUND,,021,1,Provincia,04,BZ,2
16-04-1958,05-12-1972,E412,21038,021038,Lagundo/Algund,LAGUNDO,ALGUND,,021,1,Provincia,04,BZ,2
16-04-1958,05-12-1972,E412,21038,021038,Lagundo/Algund,LAGUNDO,ALGUND,,021,1,Provincia,04,BZ,2
05-12-1972,18-09-1974,E412,21038,021038,Lagundo/Algund,LAGUNDO,ALGUND,,021,2,Provincia autonoma,04,BZ,2
18-09-1974,31-12-9999,E412,21038,021038,Lagundo/Algund,LAGUNDO,ALGUND,,021,2,Provincia autonoma,04,BZ,2
16-10-1920,14-02-1923,E420,802217,802217,Laion/Lajen,LAION,LAJEN,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,E420,22411,022411,Laion/Lajen,LAION,LAJEN,,022,1,Provincia,00,TN,2
12-01-1927,04-06-1929,E420,21039,021039,Laion/Lajen,LAION,LAJEN,,021,1,Provincia,00,BZ,2
04-06-1929,01-01-1948,E420,21039,021039,Laion/Lajen,LAION,LAJEN,,021,1,Provincia,00,BZ,2
01-01-1948,05-12-1972,E420,21039,021039,Laion/Lajen,LAION,LAJEN,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,E420,21039,021039,Laion/Lajen,LAION,LAJEN,,021,2,Provincia autonoma,04,BZ,2
16-10-1920,14-02-1923,E421,802218,802218,Laives/Leifers,LAIVES,LEIFERS,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,E421,22412,022412,Laives/Leifers,LAIVES,LEIFERS,,022,1,Provincia,00,TN,2
12-01-1927,01-01-1948,E421,21040,021040,Laives/Leifers,LAIVES,LEIFERS,,021,1,Provincia,00,BZ,2
01-01-1948,05-12-1972,E421,21040,021040,Laives/Leifers,LAIVES,LEIFERS,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,E421,21040,021040,Laives/Leifers,LAIVES,LEIFERS,,021,2,Provincia autonoma,04,BZ,2
16-10-1920,14-02-1923,E434,802219,802219,Lana/Lana,LANA,LANA,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,E434,22413,022413,Lana/Lana,LANA,LANA,,022,1,Provincia,00,TN,2
12-01-1927,18-05-1929,E434,21041,021041,Lana/Lana,LANA,LANA,,021,1,Provincia,00,BZ,2
18-05-1929,01-01-1948,E434,21041,021041,Lana/Lana,LANA,LANA,,021,1,Provincia,00,BZ,2
01-01-1948,05-12-1972,E434,21041,021041,Lana/Lana,LANA,LANA,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,E434,21041,021041,Lana/Lana,LANA,LANA,,021,2,Provincia autonoma,04,BZ,2
16-10-1920,14-02-1923,E449,802220,802220,Lappago/Lappach,LAPPAGO,LAPPACH,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,E449,22414,022414,Lappago/Lappach,LAPPAGO,LAPPACH,,022,1,Provincia,00,TN,2
12-01-1927,19-06-1928,E449,21835,021835,Lappago/Lappach,LAPPAGO,LAPPACH,,021,1,Provincia,00,BZ,2
19-06-1928,19-06-1928,E449,21835,021835,Lappago/Lappach,LAPPAGO,LAPPACH,,021,1,Provincia,00,BZ,2
16-10-1920,14-02-1923,E457,802222,802222,Lasa/Laas,LASA,LAAS,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,E457,22415,022415,Lasa/Laas,LASA,LAAS,,022,1,Provincia,00,TN,2
12-01-1927,14-05-1929,E457,21042,021042,Lasa/Laas,LASA,LAAS,,021,1,Provincia,00,BZ,2
14-05-1929,01-01-1948,E457,21042,021042,Lasa/Laas,LASA,LAAS,,021,1,Provincia,00,BZ,2
14-05-1929,01-01-1948,E457,21042,021042,Lasa/Laas,LASA,LAAS,,021,1,Provincia,00,BZ,2
14-05-1929,01-01-1948,E457,21042,021042,Lasa/Laas,LASA,LAAS,,021,1,Provincia,00,BZ,2
14-05-1929,01-01-1948,E457,21042,021042,Lasa/Laas,LASA,LAAS,,021,1,Provincia,00,BZ,2
01-01-1948,05-12-1972,E457,21042,021042,Lasa/Laas,LASA,LAAS,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,E457,21042,021042,Lasa/Laas,LASA,LAAS,,021,2,Provincia autonoma,04,BZ,2
16-10-1920,14-02-1923,E477,802224,802224,Laudes/Laatsch,LAUDES,LAATSCH,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,E477,22416,022416,Laudes/Laatsch,LAUDES,LAATSCH,,022,1,Provincia,00,TN,2
15-06-1928,15-06-1928,I379,21879,021879,San Valentino alla Mutta/St. Valentin auf der Haide,SAN VALENTINO ALLA MUTTA,ST. VALENTIN AUF DER HAIDE,,021,1,Provincia,00,BZ,2
16-10-1920,14-02-1923,I173,802438,802438,Santa Cristina in Gardena/St. Christina,SANTA CRISTINA IN GARDENA,ST. CHRISTINA,021530,802,1,Provincia,00,TN,2
14-02-1923,27-04-1923,I173,22628,022628,Santa Cristina in Gardena/St. Christina,SANTA CRISTINA IN GARDENA,ST. CHRISTINA,021530,022,1,Provincia,00,TN,2
27-04-1923,12-01-1927,I173,22628,022628,Santa Cristina/St. Christina,SANTA CRISTINA,ST. CHRISTINA,021531,022,1,Provincia,00,TN,2
12-01-1927,01-01-1948,I173,21085,021085,Santa Cristina/St. Christina,SANTA CRISTINA,ST. CHRISTINA,021531,021,1,Provincia,00,BZ,2
01-01-1948,04-01-1956,I173,21085,021085,Santa Cristina/St. Christina,SANTA CRISTINA,ST. CHRISTINA,021531,021,1,Provincia,04,BZ,2
04-01-1956,05-12-1972,I173,21085,021085,Santa Cristina Valgardena/St. Christina in Gröden,SANTA CRISTINA VALGARDENA,ST. CHRISTINA IN GRÖDEN,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,I173,21085,021085,Santa Cristina Valgardena/St. Christina in Gröden,SANTA CRISTINA VALGARDENA,ST. CHRISTINA IN GRÖDEN,,021,2,Provincia autonoma,04,BZ,2
16-10-1920,14-02-1923,I223,802439,802439,Santa Maddalena in Casies/St. Magdalena in Gsies,SANTA MADDALENA IN CASIES,ST. MAGDALENA IN GSIES,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,I223,22629,022629,Santa Maddalena in Casies/St. Magdalena in Gsies,SANTA MADDALENA IN CASIES,ST. MAGDALENA IN GSIES,,022,1,Provincia,00,TN,2
12-01-1927,15-05-1929,I223,21892,021892,Santa Maddalena in Casies/St. Magdalena in Gsies,SANTA MADDALENA IN CASIES,ST. MAGDALENA IN GSIES,,021,1,Provincia,00,BZ,2
15-05-1929,15-05-1929,I223,21892,021892,Santa Maddalena in Casies/St. Magdalena in Gsies,SANTA MADDALENA IN CASIES,ST. MAGDALENA IN GSIES,,021,1,Provincia,00,BZ,2
16-10-1920,14-02-1923,I272,802441,802441,Sant'Andrea in Monte/St. Andrä,SANT'ANDREA IN MONTE,ST. ANDRÄ,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,I272,22630,022630,Sant'Andrea in Monte/St. Andrä,SANT'ANDREA IN MONTE,ST. ANDRÄ,,022,1,Provincia,00,TN,2
12-01-1927,22-01-1929,I272,21891,021891,Sant'Andrea in Monte/St. Andrä,SANT'ANDREA IN MONTE,ST. ANDRÄ,,021,1,Provincia,00,BZ,2
22-01-1929,14-03-1941,I272,21891,021891,Sant'Andrea in Monte/St. Andrä,SANT'ANDREA IN MONTE,ST. ANDRÄ,,021,1,Provincia,00,BZ,2
14-03-1941,14-03-1941,I272,21891,021891,Sant'Andrea in Monte/St. Andrä,SANT'ANDREA IN MONTE,ST. ANDRÄ,,021,1,Provincia,00,BZ,2
16-10-1920,14-02-1923,I431,802446,802446,Sarentino/Sarntal,SARENTINO,SARNTAL,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,I431,22631,022631,Sarentino/Sarntal,SARENTINO,SARNTAL,,022,1,Provincia,00,TN,2
12-01-1927,01-01-1948,I431,21086,021086,Sarentino/Sarntal,SARENTINO,SARNTAL,,021,1,Provincia,00,BZ,2
01-01-1948,05-12-1972,I431,21086,021086,Sarentino/Sarntal,SARENTINO,SARNTAL,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,I431,21086,021086,Sarentino/Sarntal,SARENTINO,SARNTAL,,021,2,Provincia autonoma,04,BZ,2
12-01-1927,26-01-1928,E477,21836,021836,Laudes/Laatsch,LAUDES,LAATSCH,,021,1,Provincia,00,BZ,2
26-01-1928,26-01-1928,E477,21836,021836,Laudes/Laatsch,LAUDES,LAATSCH,,021,1,Provincia,00,BZ,2
16-10-1920,14-02-1923,E481,802225,802225,Lauregno/Laurein,LAUREGNO,LAUREIN,,802,1,Provincia,00,TN,2
14-02-1923,06-09-1928,E481,22417,022417,Lauregno/Laurein,LAUREGNO,LAUREIN,,022,1,Provincia,00,TN,2
06-09-1928,06-09-1928,E481,22417,022417,Lauregno/Laurein,LAUREGNO,LAUREIN,,022,1,Provincia,00,TN,2
16-10-1920,14-02-1923,E501,802228,802228,Lazfons/Latzfons,LAZFONS,LATZFONS,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,E501,22418,022418,Lazfons/Latzfons,LAZFONS,LATZFONS,,022,1,Provincia,00,TN,2
12-01-1927,04-06-1929,E501,21837,021837,Lazfons/Latzfons,LAZFONS,LATZFONS,,021,1,Provincia,00,BZ,2
04-06-1929,04-06-1929,E501,21837,021837,Lazfons/Latzfons,LAZFONS,LATZFONS,,021,1,Provincia,00,BZ,2
16-10-1920,14-02-1923,E676,802241,802241,Longiarù/Campill,LONGIARÙ,CAMPILL,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,E676,22419,022419,Longiarù/Campill,LONGIARÙ,CAMPILL,,022,1,Provincia,00,TN,2
12-01-1927,15-06-1928,E676,21838,021838,Longiarù/Campill,LONGIARÙ,CAMPILL,,021,1,Provincia,00,BZ,2
15-06-1928,15-06-1928,E676,21838,021838,Longiarù/Campill,LONGIARÙ,CAMPILL,,021,1,Provincia,00,BZ,2
16-10-1920,14-02-1923,I488,802449,802449,Scale/Schalders,SCALE,SCHALDERS,021569,802,1,Provincia,00,TN,2
14-02-1923,27-04-1923,I488,22632,022632,Scale/Schalders,SCALE,SCHALDERS,021569,022,1,Provincia,00,TN,2
27-04-1923,12-01-1927,I488,22632,022632,Scaleres/Schalders,SCALERES,SCHALDERS,,022,1,Provincia,00,TN,2
12-01-1927,07-05-1929,I488,21893,021893,Scaleres/Schalders,SCALERES,SCHALDERS,,021,1,Provincia,00,BZ,2
07-05-1929,07-05-1929,I488,21893,021893,Scaleres/Schalders,SCALERES,SCHALDERS,,021,1,Provincia,00,BZ,2
16-10-1920,14-02-1923,I519,802451,802451,Scena/Schenna,SCENA,SCHENNA,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,I519,22633,022633,Scena/Schenna,SCENA,SCHENNA,,022,1,Provincia,00,TN,2
12-01-1927,01-01-1948,I519,21087,021087,Scena/Schenna,SCENA,SCHENNA,,021,1,Provincia,00,BZ,2
01-01-1948,05-12-1972,I519,21087,021087,Scena/Schenna,SCENA,SCHENNA,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,I519,21087,021087,Scena/Schenna,SCENA,SCHENNA,,021,2,Provincia autonoma,04,BZ,2
16-10-1920,14-02-1923,I516,802452,802452,Scaves/Schabs,SCAVES,SCHABS,021570,802,1,Provincia,00,TN,2
14-02-1923,27-04-1923,I516,22634,022634,Scaves/Schabs,SCAVES,SCHABS,021570,022,1,Provincia,00,TN,2
27-04-1923,12-01-1927,I516,22634,022634,Sciaves/Schabs,SCIAVES,SCHABS,,022,1,Provincia,00,TN,2
12-01-1927,14-02-1929,I516,21894,021894,Sciaves/Schabs,SCIAVES,SCHABS,,021,1,Provincia,00,BZ,2
14-02-1929,14-02-1929,I516,21894,021894,Sciaves/Schabs,SCIAVES,SCHABS,,021,1,Provincia,00,BZ,2
16-10-1920,14-02-1923,I593,802457,802457,Selva dei Molini/Mühlwald,SELVA DEI MOLINI,MÜHLWALD,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,I593,22635,022635,Selva dei Molini/Mühlwald,SELVA DEI MOLINI,MÜHLWALD,,022,1,Provincia,00,TN,2
12-01-1927,19-06-1928,I593,21088,021088,Selva dei Molini/Mühlwald,SELVA DEI MOLINI,MÜHLWALD,,021,1,Provincia,00,BZ,2
19-06-1928,01-01-1948,I593,21088,021088,Selva dei Molini/Mühlwald,SELVA DEI MOLINI,MÜHLWALD,,021,1,Provincia,00,BZ,2
01-01-1948,05-12-1972,I593,21088,021088,Selva dei Molini/Mühlwald,SELVA DEI MOLINI,MÜHLWALD,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,I593,21088,021088,Selva dei Molini/Mühlwald,SELVA DEI MOLINI,MÜHLWALD,,021,2,Provincia autonoma,04,BZ,2
16-10-1920,14-02-1923,I591,802458,802458,Selva in Gardena/Wolkenstein,SELVA IN GARDENA,WOLKENSTEIN,021532,802,1,Provincia,00,TN,2
14-02-1923,27-04-1923,I591,22636,022636,Selva in Gardena/Wolkenstein,SELVA IN GARDENA,WOLKENSTEIN,021532,022,1,Provincia,00,TN,2
27-04-1923,12-01-1927,I591,22636,022636,Selva/Wolkenstein,SELVA,WOLKENSTEIN,021533,022,1,Provincia,00,TN,2
12-01-1927,01-01-1948,I591,21089,021089,Selva/Wolkenstein,SELVA,WOLKENSTEIN,021533,021,1,Provincia,00,BZ,2
01-01-1948,02-03-1955,I591,21089,021089,Selva/Wolkenstein,SELVA,WOLKENSTEIN,021533,021,1,Provincia,04,BZ,2
02-03-1955,05-12-1972,I591,21089,021089,Selva di Val Gardena/Wolkenstein in Gröden,SELVA DI VAL GARDENA,WOLKENSTEIN IN GRÖDEN,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,I591,21089,021089,Selva di Val Gardena/Wolkenstein in Gröden,SELVA DI VAL GARDENA,WOLKENSTEIN IN GRÖDEN,,021,2,Provincia autonoma,04,BZ,2
16-10-1920,14-02-1923,ND,802459,802459,Senale/Unsere Liebe Frau im Walde,SENALE,UNSERE LIEBE FRAU IM WALDE,,802,1,Provincia,00,TN,2
14-02-1923,30-06-1928,ND,22637,022637,Senale/Unsere Liebe Frau im Walde,SENALE,UNSERE LIEBE FRAU IM WALDE,,022,1,Provincia,00,TN,2
30-06-1928,30-06-1928,ND,22637,022637,Senale/Unsere Liebe Frau im Walde,SENALE,UNSERE LIEBE FRAU IM WALDE,,022,1,Provincia,00,TN,2
16-10-1920,14-02-1923,I604,802460,802460,Senales in Venosta/Schnals,SENALES IN VENOSTA,SCHNALS,021534,802,1,Provincia,00,TN,2
14-02-1923,27-04-1923,I604,22638,022638,Senales in Venosta/Schnals,SENALES IN VENOSTA,SCHNALS,021534,022,1,Provincia,00,TN,2
27-04-1923,12-01-1927,I604,22638,022638,Senales/Schnals,SENALES,SCHNALS,,022,1,Provincia,00,TN,2
12-01-1927,01-01-1948,I604,21091,021091,Senales/Schnals,SENALES,SCHNALS,,021,1,Provincia,00,BZ,2
01-01-1948,05-12-1972,I604,21091,021091,Senales/Schnals,SENALES,SCHNALS,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,I604,21091,021091,Senales/Schnals,SENALES,SCHNALS,,021,2,Provincia autonoma,04,BZ,2
16-10-1920,14-02-1923,I687,802464,802464,Sesto/Sexten,SESTO,SEXTEN,,802,1,Provincia,00,TN,2
14-02-1923,12-01-1927,I687,22639,022639,Sesto/Sexten,SESTO,SEXTEN,,022,1,Provincia,00,TN,2
24-03-1929,01-01-1948,L660,21110,021110,Vandoies/Vintl,VANDOIES,VINTL,,021,1,Provincia,00,BZ,2
24-03-1929,01-01-1948,L660,21110,021110,Vandoies/Vintl,VANDOIES,VINTL,,021,1,Provincia,00,BZ,2
24-03-1929,01-01-1948,L660,21110,021110,Vandoies/Vintl,VANDOIES,VINTL,,021,1,Provincia,00,BZ,2
24-03-1929,01-01-1948,L660,21110,021110,Vandoies/Vintl,VANDOIES,VINTL,,021,1,Provincia,00,BZ,2
01-01-1948,05-12-1972,L660,21110,021110,Vandoies/Vintl,VANDOIES,VINTL,,021,1,Provincia,04,BZ,2
05-12-1972,17-02-1982,L660,21110,021110,Vandoies/Vintl,VANDOIES,VINTL,,021,2,Provincia autonoma,04,BZ,2
17-02-1982,31-12-9999,L660,21110,021110,Vandoies/Vintl,VANDOIES,VINTL,,021,2,Provincia autonoma,04,BZ,2
14-05-1929,01-01-1948,H004,21067,021067,Prato allo Stelvio/Prad am Stilfserjoch,PRATO ALLO STELVIO,PRAD AM STILFSERJOCH,,021,1,Provincia,00,BZ,2
14-05-1929,01-01-1948,H004,21067,021067,Prato allo Stelvio/Prad am Stilfserjoch,PRATO ALLO STELVIO,PRAD AM STILFSERJOCH,,021,1,Provincia,00,BZ,2
14-05-1929,01-01-1948,H004,21067,021067,Prato allo Stelvio/Prad am Stilfserjoch,PRATO ALLO STELVIO,PRAD AM STILFSERJOCH,,021,1,Provincia,00,BZ,2
01-01-1948,23-05-1953,H004,21067,021067,Prato allo Stelvio/Prad am Stilfserjoch,PRATO ALLO STELVIO,PRAD AM STILFSERJOCH,,021,1,Provincia,04,BZ,2
23-05-1953,17-07-1954,H004,21067,021067,Prato Venosta/Prad,PRATO VENOSTA,PRAD,021522,021,1,Provincia,04,BZ,2
23-05-1953,17-07-1954,H004,21067,021067,Prato Venosta/Prad,PRATO VENOSTA,PRAD,021522,021,1,Provincia,04,BZ,2
17-07-1954,05-12-1972,H004,21067,021067,Prato allo Stelvio/Prad am Stilfserjoch,PRATO ALLO STELVIO,PRAD AM STILFSERJOCH,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,H004,21067,021067,Prato allo Stelvio/Prad am Stilfserjoch,PRATO ALLO STELVIO,PRAD AM STILFSERJOCH,,021,2,Provincia autonoma,04,BZ,2
15-05-1929,01-01-1948,L601,21109,021109,Valle di Casies/Gsies,VALLE DI CASIES,GSIES,,021,1,Provincia,00,BZ,2
15-05-1929,01-01-1948,L601,21109,021109,Valle di Casies/Gsies,VALLE DI CASIES,GSIES,,021,1,Provincia,00,BZ,2
15-05-1929,01-01-1948,L601,21109,021109,Valle di Casies/Gsies,VALLE DI CASIES,GSIES,,021,1,Provincia,00,BZ,2
01-01-1948,05-12-1972,L601,21109,021109,Valle di Casies/Gsies,VALLE DI CASIES,GSIES,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,L601,21109,021109,Valle di Casies/Gsies,VALLE DI CASIES,GSIES,,021,2,Provincia autonoma,04,BZ,2
06-12-1931,01-01-1948,L564,21107,021107,Val di Vizze/Pfitsch,VAL DI VIZZE,PFITSCH,,021,1,Provincia,00,BZ,2
06-12-1931,01-01-1948,L564,21107,021107,Val di Vizze/Pfitsch,VAL DI VIZZE,PFITSCH,,021,1,Provincia,00,BZ,2
01-01-1948,05-12-1972,L564,21107,021107,Val di Vizze/Pfitsch,VAL DI VIZZE,PFITSCH,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,L564,21107,021107,Val di Vizze/Pfitsch,VAL DI VIZZE,PFITSCH,,021,2,Provincia autonoma,04,BZ,2
17-05-1952,22-09-1971,D075,21025,021025,Cortina all'Adige/Kurtinig,CORTINA ALL'ADIGE,KURTINIG,021511,021,1,Provincia,04,BZ,2
22-09-1971,05-12-1972,D075,21025,021025,Cortina sulla strada del vino/Kurtinig an der Weinstraße,CORTINA SULLA STRADA DEL VINO,KURTINIG AN DER WEINSTRAßE,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,D075,21025,021025,Cortina sulla strada del vino/Kurtinig an der Weinstraße,CORTINA SULLA STRADA DEL VINO,KURTINIG AN DER WEINSTRAßE,,021,2,Provincia autonoma,04,BZ,2
23-05-1953,05-12-1972,I948,21095,021095,Stelvio/Stilfs,STELVIO,STILFS,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,I948,21095,021095,Stelvio/Stilfs,STELVIO,STILFS,,021,2,Provincia autonoma,04,BZ,2
23-05-1953,05-12-1972,A286,21002,021002,Andriano/Andrian,ANDRIANO,ANDRIAN,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,A286,21002,021002,Andriano/Andrian,ANDRIANO,ANDRIAN,,021,2,Provincia autonoma,04,BZ,2
25-11-1953,05-12-1972,H989,21083,021083,San Martino in Passiria/St. Martin in Passeier,SAN MARTINO IN PASSIRIA,ST. MARTIN IN PASSEIER,,021,1,Provincia,04,BZ,2
12-03-1947,01-01-1948,H837,22488,022488,San Felice/St. Felix,SAN FELICE,ST. FELIX,,022,1,Provincia,00,TN,2
01-01-1948,14-03-1948,H837,22488,022488,San Felice/St. Felix,SAN FELICE,ST. FELIX,,022,1,Provincia,04,TN,2
05-12-1972,31-12-9999,H989,21083,021083,San Martino in Passiria/St. Martin in Passeier,SAN MARTINO IN PASSIRIA,ST. MARTIN IN PASSEIER,,021,2,Provincia autonoma,04,BZ,2
02-03-1955,05-12-1972,H189,21071,021071,Rasun-Anterselva/Rasen-Antholz,RASUN-ANTERSELVA,RASEN-ANTHOLZ,,021,1,Provincia,04,BZ,2
14-03-1948,05-12-1972,H837,21078,021078,San Felice/St. Felix,SAN FELICE,ST. FELIX,,021,1,Provincia,04,BZ,2
05-12-1972,18-09-1974,H837,21078,021078,San Felice/St. Felix,SAN FELICE,ST. FELIX,,021,2,Provincia autonoma,04,BZ,2
18-09-1974,18-09-1974,H837,21078,021078,San Felice/St. Felix,SAN FELICE,ST. FELIX,,021,2,Provincia autonoma,04,BZ,2
12-03-1947,01-01-1948,ND,22637,022637,Senale/Unsere Liebe Frau im Walde,SENALE,UNSERE LIEBE FRAU IM WALDE,,022,1,Provincia,00,TN,2
01-01-1948,14-03-1948,ND,22637,022637,Senale/Unsere Liebe Frau im Walde,SENALE,UNSERE LIEBE FRAU IM WALDE,,022,1,Provincia,04,TN,2
14-03-1948,05-12-1972,ND,21090,021090,Senale/Unsere Liebe Frau im Walde,SENALE,UNSERE LIEBE FRAU IM WALDE,,021,1,Provincia,04,BZ,2
05-12-1972,18-09-1974,ND,21090,021090,Senale/Unsere Liebe Frau im Walde,SENALE,UNSERE LIEBE FRAU IM WALDE,,021,2,Provincia autonoma,04,BZ,2
18-09-1974,18-09-1974,ND,21090,021090,Senale/Unsere Liebe Frau im Walde,SENALE,UNSERE LIEBE FRAU IM WALDE,,021,2,Provincia autonoma,04,BZ,2
05-12-1972,31-12-9999,H189,21071,021071,Rasun-Anterselva/Rasen-Antholz,RASUN-ANTERSELVA,RASEN-ANTHOLZ,,021,2,Provincia autonoma,04,BZ,2
02-03-1955,05-12-1972,L552,21106,021106,Valdaora/Olang,VALDAORA,OLANG,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,L552,21106,021106,Valdaora/Olang,VALDAORA,OLANG,,021,2,Provincia autonoma,04,BZ,2
04-01-1956,05-12-1972,H475,21075,021075,Rodengo/Rodeneck,RODENGO,RODENECK,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,H475,21075,021075,Rodengo/Rodeneck,RODENGO,RODENECK,,021,2,Provincia autonoma,04,BZ,2
12-06-1957,05-12-1972,A507,21005,021005,Avelengo/Hafling,AVELENGO,HAFLING,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,A507,21005,021005,Avelengo/Hafling,AVELENGO,HAFLING,,021,2,Provincia autonoma,04,BZ,2
17-06-1947,01-01-1948,A306,22948,022948,Anterivo/Altrei,ANTERIVO,ALTREI,,022,1,Provincia,00,TN,2
01-01-1948,14-03-1948,A306,22948,022948,Anterivo/Altrei,ANTERIVO,ALTREI,,022,1,Provincia,04,TN,2
27-08-1958,05-12-1972,H019,21068,021068,Predoi/Prettau,PREDOI,PRETTAU,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,H019,21068,021068,Predoi/Prettau,PREDOI,PRETTAU,,021,2,Provincia autonoma,04,BZ,2
14-03-1948,05-12-1972,A306,21003,021003,Anterivo/Altrei,ANTERIVO,ALTREI,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,A306,21003,021003,Anterivo/Altrei,ANTERIVO,ALTREI,,021,2,Provincia autonoma,04,BZ,2
27-04-1960,05-12-1972,I065,21084,021084,San Pancrazio/St. Pankraz,SAN PANCRAZIO,ST. PANKRAZ,,021,1,Provincia,04,BZ,2
05-12-1972,31-12-9999,I065,21084,021084,San Pancrazio/St. Pankraz,SAN PANCRAZIO,ST. PANKRAZ,,021,2,Provincia autonoma,04,BZ,2
23-11-1960,05-12-1972,L724,21116,021116,Velturno/Feldthurns,VELTURNO,FELDTHURNS,,021,1,Provincia,04,BZ,2
