ID_COMUNE,ID_UTS,DATA_INIZIO_AMMINISTRATIVA,DATA_FINE_AMMINISTRATIVA,COD_CATASTO,PRO_COM,PRO_COM_T,COMUNE,COMUNE_IT,COMUNE_A,COD_DEN_STORICO,COD_UTS,ID_UTS_TIPO,DESC_UTS_TIPO,COD_REG,SIGLA_UTS,COD_RIP,COD_VARIAZIONE,ID_COMUNE_REL
14,1,1946-12-23,1948-01-01,A525,1014,001014,Azeglio,AZEGLIO,,,1,1,Provincia,0,TO,1,CECS,10392
14,1,1948-01-01,2015-01-01,A525,1014,001014,Azeglio,AZEGLIO,,,1,1,Provincia,1,TO,1,,
14,117,2015-01-01,9999-12-31,A525,1014,001014,Azeglio,AZEGLIO,,,201,3,Città metropolitana,1,TO,1,APUTS,14
15,1,1861-03-17,1927-01-12,A584,1015,001015,Bairo,BAIRO,,,1,1,Provincia,0,TO,1,PV,
15,80,1927-01-12,1929-02-24,A584,7811,007811,Bairo,BAIRO,,,7,1,Provincia,0,AO,1,AP,15
15,80,1929-02-24,1929-02-24,A584,7811,007811,Bairo,BAIRO,,,7,1,Provincia,0,AO,1,ES,10048
16,1,1861-03-17,1948-01-01,A587,1016,001016,Balangero,BALANGERO,,,1,1,Provincia,0,TO,1,PV,
16,1,1948-01-01,2015-01-01,A587,1016,001016,Balangero,BALANGERO,,,1,1,Provincia,1,TO,1,,
16,117,2015-01-01,9999-12-31,A587,1016,001016,Balangero,BALANGERO,,,201,3,Città metropolitana,1,TO,1,APUTS,16
17,1,1861-03-17,1863-02-04,A590,1017,001017,Baldissero,BALDISSERO,,001501,1,1,Provincia,0,TO,1,PV,
17,1,1863-02-04,1927-01-12,A590,1017,001017,Baldissero Canavese,BALDISSERO CANAVESE,,,1,1,Provincia,0,TO,1,CD,17
17,80,1927-01-12,1929-05-03,A590,7813,007813,Baldissero Canavese,BALDISSERO CANAVESE,,,7,1,Provincia,0,AO,1,AP,17
17,80,1929-05-03,1929-05-03,A590,7813,007813,Baldissero Canavese,BALDISSERO CANAVESE,,,7,1,Provincia,0,AO,1,ES,65
18,1,1861-03-17,1863-02-04,A591,1018,001018,Baldissero,BALDISSERO,,001502,1,1,Provincia,0,TO,1,PV,
18,1,1863-02-04,1948-01-01,A591,1018,001018,Baldissero Torinese,BALDISSERO TORINESE,,,1,1,Provincia,0,TO,1,CD,18
18,1,1948-01-01,2015-01-01,A591,1018,001018,Baldissero Torinese,BALDISSERO TORINESE,,,1,1,Provincia,1,TO,1,,
18,117,2015-01-01,9999-12-31,A591,1018,001018,Baldissero Torinese,BALDISSERO TORINESE,,,201,3,Città metropolitana,1,TO,1,APUTS,18
19,1,1861-03-17,1948-01-01,A599,1019,001019,Balme,BALME,,,1,1,Provincia,0,TO,1,PV,
19,1,1948-01-01,2015-01-01,A599,1019,001019,Balme,BALME,,,1,1,Provincia,1,TO,1,,
19,117,2015-01-01,9999-12-31,A599,1019,001019,Balme,BALME,,,201,3,Città metropolitana,1,TO,1,APUTS,19
20,1,1861-03-17,1927-01-12,A607,1020,001020,Banchette,BANCHETTE,,,1,1,Provincia,0,TO,1,PV,
20,80,1927-01-12,1945-10-05,A607,7814,007814,Banchette,BANCHETTE,,,7,1,Provincia,0,AO,1,AP,20
20,1,1945-10-05,1948-01-01,A607,1020,001020,Banchette,BANCHETTE,,,1,1,Provincia,0,TO,1,AP,20
20,1,1948-01-01,2015-01-01,A607,1020,001020,Banchette,BANCHETTE,,,1,1,Provincia,1,TO,1,,
20,117,2015-01-01,9999-12-31,A607,1020,001020,Banchette,BANCHETTE,,,201,3,Città metropolitana,1,TO,1,APUTS,20
21,1,1861-03-17,1928-02-21,A625,1021,001021,Barbania,BARBANIA,,,1,1,Provincia,0,TO,1,PV,
21,1,1928-02-21,1938-06-01,A625,1021,001021,Barbania,BARBANIA,,,1,1,Provincia,0,TO,1,AQES,283
21,1,1928-02-21,1938-06-01,A625,1021,001021,Barbania,BARBANIA,,,1,1,Provincia,0,TO,1,AQES,107
21,1,1938-06-01,1947-03-15,A625,1021,001021,Barbania,BARBANIA,,,1,1,Provincia,0,TO,1,AQ,133
21,1,1947-03-15,1948-01-01,A625,1021,001021,Barbania,BARBANIA,,,1,1,Provincia,0,TO,1,CECS,10516
21,1,1947-03-15,1948-01-01,A625,1021,001021,Barbania,BARBANIA,,,1,1,Provincia,0,TO,1,CECS,10522
21,1,1948-01-01,2015-01-01,A625,1021,001021,Barbania,BARBANIA,,,1,1,Provincia,1,TO,1,,
21,117,2015-01-01,9999-12-31,A625,1021,001021,Barbania,BARBANIA,,,201,3,Città metropolitana,1,TO,1,APUTS,21
22,1,1861-03-17,1927-07-27,A651,1022,001022,Bardonecchia,BARDONECCHIA,,,1,1,Provincia,0,TO,1,PV,
22,1,1927-07-27,1947-09-16,A651,1022,001022,Bardonecchia,BARDONECCHIA,,,1,1,Provincia,0,TO,1,AQES,344
22,1,1927-07-27,1947-09-16,A651,1022,001022,Bardonecchia,BARDONECCHIA,,,1,1,Provincia,0,TO,1,AQES,358
22,1,1927-07-27,1947-09-16,A651,1022,001022,Bardonecchia,BARDONECCHIA,,,1,1,Provincia,0,TO,1,AQES,342
22,1,1947-09-16,1948-01-01,A651,1022,001022,Bardonecchia,BARDONECCHIA,,,1,1,Provincia,0,TO,1,CE,
22,1,1948-01-01,2015-01-01,A651,1022,001022,Bardonecchia,BARDONECCHIA,,,1,1,Provincia,1,TO,1,,
22,117,2015-01-01,9999-12-31,A651,1022,001022,Bardonecchia,BARDONECCHIA,,,201,3,Città metropolitana,1,TO,1,APUTS,22
23,1,1861-03-17,1927-01-12,A673,1023,001023,Barone Canavese,BARONE CANAVESE,,,1,1,Provincia,0,TO,1,PV,
23,80,1927-01-12,1945-10-05,A673,7815,007815,Barone Canavese,BARONE CANAVESE,,,7,1,Provincia,0,AO,1,AP,23
23,1,1945-10-05,1948-01-01,A673,1023,001023,Barone Canavese,BARONE CANAVESE,,,1,1,Provincia,0,TO,1,AP,23
23,1,1948-01-01,2015-01-01,A673,1023,001023,Barone Canavese,BARONE CANAVESE,,,1,1,Provincia,1,TO,1,,
23,117,2015-01-01,9999-12-31,A673,1023,001023,Barone Canavese,BARONE CANAVESE,,,201,3,Città metropolitana,1,TO,1,APUTS,23
24,1,1861-03-17,1948-01-01,A734,1024,001024,Beinasco,BEINASCO,,,1,1,Provincia,0,TO,1,PV,
24,1,1948-01-01,2015-01-01,A734,1024,001024,Beinasco,BEINASCO,,,1,1,Provincia,1,TO,1,,
24,117,2015-01-01,9999-12-31,A734,1024,001024,Beinasco,BEINASCO,,,201,3,Città metropolitana,1,TO,1,APUTS,24
25,1,1861-03-17,1948-01-01,A853,1025,001025,Bibiana,BIBIANA,,,1,1,Provincia,0,TO,1,PV,
25,1,1948-01-01,2015-01-01,A853,1025,001025,Bibiana,BIBIANA,,,1,1,Provincia,1,TO,1,,
25,117,2015-01-01,9999-12-31,A853,1025,001025,Bibiana,BIBIANA,,,201,3,Città metropolitana,1,TO,1,APUTS,25
26,1,1861-03-17,1948-01-01,A910,1026,001026,Bobbio Pellice,BOBBIO PELLICE,,,1,1,Provincia,0,TO,1,PV,
26,1,1948-01-01,2015-01-01,A910,1026,001026,Bobbio Pellice,BOBBIO PELLICE,,,1,1,Provincia,1,TO,1,,
26,117,2015-01-01,9999-12-31,A910,1026,001026,Bobbio Pellice,BOBBIO PELLICE,,,201,3,Città metropolitana,1,TO,1,APUTS,26
27,1,1861-03-17,1927-01-12,A941,1027,001027,Bollengo,BOLLENGO,,,1,1,Provincia,0,TO,1,PV,
27,80,1927-01-12,1929-04-19,A941,7816,007816,Bollengo,BOLLENGO,,,7,1,Provincia,0,AO,1,AP,27
27,80,1929-04-19,1945-10-05,A941,7816,007816,Bollengo,BOLLENGO,,,7,1,Provincia,0,AO,1,AQES,42
27,1,1945-10-05,1946-12-24,A941,1027,001027,Bollengo,BOLLENGO,,,1,1,Provincia,0,TO,1,AP,27
27,1,1946-12-24,1948-01-01,A941,1027,001027,Bollengo,BOLLENGO,,,1,1,Provincia,0,TO,1,CECS,10398
27,1,1948-01-01,2015-01-01,A941,1027,001027,Bollengo,BOLLENGO,,,1,1,Provincia,1,TO,1,,
27,117,2015-01-01,9999-12-31,A941,1027,001027,Bollengo,BOLLENGO,,,201,3,Città metropolitana,1,TO,1,APUTS,27
28,1,1861-03-17,1948-01-01,A990,1028,001028,Borgaro Torinese,BORGARO TORINESE,,,1,1,Provincia,0,TO,1,PV,
28,1,1948-01-01,2015-01-01,A990,1028,001028,Borgaro Torinese,BORGARO TORINESE,,,1,1,Provincia,1,TO,1,,
28,117,2015-01-01,2017-04-18,A990,1028,001028,Borgaro Torinese,BORGARO TORINESE,,,201,3,Città metropolitana,1,TO,1,APUTS,28
28,117,2017-04-18,9999-12-31,A990,1028,001028,Borgaro Torinese,BORGARO TORINESE,,,201,3,Città metropolitana,1,TO,1,CECS,11255
29,1,1861-03-17,1927-01-12,B003,1029,001029,Borgiallo,BORGIALLO,,,1,1,Provincia,0,TO,1,PV,
29,80,1927-01-12,1928-09-25,B003,7817,007817,Borgiallo,BORGIALLO,,,7,1,Provincia,0,AO,1,AP,29
29,80,1928-09-25,1928-09-25,B003,7817,007817,Borgiallo,BORGIALLO,,,7,1,Provincia,0,AO,1,ES,96
30,1,1861-03-17,1863-02-04,B015,1030,001030,Borgofranco,BORGOFRANCO,,001503,1,1,Provincia,0,TO,1,PV,
30,1,1863-02-04,1894-02-01,B015,1030,001030,Borgofranco d'Ivrea,BORGOFRANCO D'IVREA,,,1,1,Provincia,0,TO,1,CD,30
30,1,1894-02-01,1927-01-12,B015,1030,001030,Borgofranco d'Ivrea,BORGOFRANCO D'IVREA,,,1,1,Provincia,0,TO,1,CE,164
30,80,1927-01-12,1929-03-02,B015,7818,007818,Borgofranco d'Ivrea,BORGOFRANCO D'IVREA,,,7,1,Provincia,0,AO,1,AP,30
30,80,1929-03-02,1945-10-05,B015,7818,007818,Borgofranco d'Ivrea,BORGOFRANCO D'IVREA,,,7,1,Provincia,0,AO,1,AQES,206
30,80,1929-03-02,1945-10-05,B015,7818,007818,Borgofranco d'Ivrea,BORGOFRANCO D'IVREA,,,7,1,Provincia,0,AO,1,AQES,311
30,1,1945-10-05,1948-01-01,B015,1030,001030,Borgofranco d'Ivrea,BORGOFRANCO D'IVREA,,,1,1,Provincia,0,TO,1,AP,30
63,1,1939-02-05,1948-01-01,C045,1064,001064,Castagneto Po,CASTAGNETO PO,,,1,1,Provincia,0,TO,1,AQ,110
63,1,1948-01-01,1948-04-23,C045,1064,001064,Castagneto Po,CASTAGNETO PO,,,1,1,Provincia,1,TO,1,,
63,1,1948-04-23,2015-01-01,C045,1064,001064,Castagneto Po,CASTAGNETO PO,,,1,1,Provincia,1,TO,1,CECS,10779
63,117,2015-01-01,9999-12-31,C045,1064,001064,Castagneto Po,CASTAGNETO PO,,,201,3,Città metropolitana,1,TO,1,APUTS,63
64,1,1861-03-17,1864-04-01,C048,1065,001065,Castagnole,CASTAGNOLE,,001514,1,1,Provincia,0,TO,1,PV,
64,1,1864-04-01,1948-01-01,C048,1065,001065,Castagnole Piemonte,CASTAGNOLE PIEMONTE,,,1,1,Provincia,0,TO,1,CD,64
64,1,1948-01-01,2015-01-01,C048,1065,001065,Castagnole Piemonte,CASTAGNOLE PIEMONTE,,,1,1,Provincia,1,TO,1,,
64,117,2015-01-01,9999-12-31,C048,1065,001065,Castagnole Piemonte,CASTAGNOLE PIEMONTE,,,201,3,Città metropolitana,1,TO,1,APUTS,64
65,1,1861-03-17,1927-01-12,C133,1066,001066,Castellamonte,CASTELLAMONTE,,,1,1,Provincia,0,TO,1,PV,
65,80,1927-01-12,1929-05-03,C133,7828,007828,Castellamonte,CASTELLAMONTE,,,7,1,Provincia,0,AO,1,AP,65
65,80,1929-05-03,1937-07-27,C133,7828,007828,Castellamonte,CASTELLAMONTE,,,7,1,Provincia,0,AO,1,AQES,321
65,80,1929-05-03,1937-07-27,C133,7828,007828,Castellamonte,CASTELLAMONTE,,,7,1,Provincia,0,AO,1,AQ,10036
65,80,1929-05-03,1937-07-27,C133,7828,007828,Castellamonte,CASTELLAMONTE,,,7,1,Provincia,0,AO,1,AQES,17
65,80,1929-05-03,1937-07-27,C133,7828,007828,Castellamonte,CASTELLAMONTE,,,7,1,Provincia,0,AO,1,AQ,244
65,80,1929-05-03,1937-07-27,C133,7828,007828,Castellamonte,CASTELLAMONTE,,,7,1,Provincia,0,AO,1,AQES,350
65,80,1937-07-27,1941-02-05,C133,7828,007828,Castellamonte,CASTELLAMONTE,,,7,1,Provincia,0,AO,1,CE,244
65,80,1941-02-05,1945-10-05,C133,7828,007828,Castellamonte,CASTELLAMONTE,,,7,1,Provincia,0,AO,1,CE,244
65,1,1945-10-05,1947-01-10,C133,1066,001066,Castellamonte,CASTELLAMONTE,,,1,1,Provincia,0,TO,1,AP,65
65,1,1947-01-10,1948-01-01,C133,1066,001066,Castellamonte,CASTELLAMONTE,,,1,1,Provincia,0,TO,1,CECS,10454
65,1,1948-01-01,1956-11-10,C133,1066,001066,Castellamonte,CASTELLAMONTE,,,1,1,Provincia,1,TO,1,,
65,1,1956-11-10,2015-01-01,C133,1066,001066,Castellamonte,CASTELLAMONTE,,,1,1,Provincia,1,TO,1,AQ,10729
65,117,2015-01-01,9999-12-31,C133,1066,001066,Castellamonte,CASTELLAMONTE,,,201,3,Città metropolitana,1,TO,1,APUTS,65
66,1,1861-03-17,1863-02-04,C307,1068,001068,Castiglione,CASTIGLIONE,,001515,1,1,Provincia,0,TO,1,PV,
66,1,1863-02-04,1928-07-29,C307,1068,001068,Castiglione Torinese,CASTIGLIONE TORINESE,,,1,1,Provincia,0,TO,1,CD,66
66,1,1928-07-29,1928-07-29,C307,1068,001068,Castiglione Torinese,CASTIGLIONE TORINESE,,,1,1,Provincia,0,TO,1,ES,110
67,1,1861-03-17,1928-04-03,C369,1069,001069,Cavagnolo,CAVAGNOLO,,,1,1,Provincia,0,TO,1,PV,
67,1,1928-04-03,1928-04-03,C369,1069,001069,Cavagnolo,CAVAGNOLO,,,1,1,Provincia,0,TO,1,ES,39
68,1,1861-03-17,1948-01-01,C404,1070,001070,Cavour,CAVOUR,,,1,1,Provincia,0,TO,1,PV,
68,1,1948-01-01,2015-01-01,C404,1070,001070,Cavour,CAVOUR,,,1,1,Provincia,1,TO,1,,
68,117,2015-01-01,9999-12-31,C404,1070,001070,Cavour,CAVOUR,,,201,3,Città metropolitana,1,TO,1,APUTS,68
69,1,1861-03-17,1948-01-01,C487,1071,001071,Cercenasco,CERCENASCO,,,1,1,Provincia,0,TO,1,PV,
69,1,1948-01-01,2015-01-01,C487,1071,001071,Cercenasco,CERCENASCO,,,1,1,Provincia,1,TO,1,,
69,117,2015-01-01,9999-12-31,C487,1071,001071,Cercenasco,CERCENASCO,,,201,3,Città metropolitana,1,TO,1,APUTS,69
70,1,1861-03-17,1937-06-16,C497,1072,001072,Ceres,CERES,,,1,1,Provincia,0,TO,1,PV,
70,1,1937-06-16,1938-10-06,C497,1072,001072,Cere,CERE,,001516,1,1,Provincia,0,TO,1,CD,70
70,1,1938-10-06,1947-12-03,C497,1072,001072,Cere,CERE,,001516,1,1,Provincia,0,TO,1,CE,54
70,1,1947-12-03,1948-01-01,C497,1072,001072,Ceres,CERES,,,1,1,Provincia,0,TO,1,CD,70
70,1,1948-01-01,2015-01-01,C497,1072,001072,Ceres,CERES,,,1,1,Provincia,1,TO,1,,
70,117,2015-01-01,9999-12-31,C497,1072,001072,Ceres,CERES,,,201,3,Città metropolitana,1,TO,1,APUTS,70
71,1,1861-03-17,1863-02-04,C505,1073,001073,Ceresole,CERESOLE,,001517,1,1,Provincia,0,TO,1,PV,
71,1,1863-02-04,1927-01-12,C505,1073,001073,Ceresole Reale,CERESOLE REALE,,,1,1,Provincia,0,TO,1,CD,71
71,80,1927-01-12,1929-03-02,C505,7830,007830,Ceresole Reale,CERESOLE REALE,,,7,1,Provincia,0,AO,1,AP,71
71,80,1929-03-02,1935-06-05,C505,7830,007830,Ceresole Reale,CERESOLE REALE,,,7,1,Provincia,0,AO,1,AQES,162
71,80,1935-06-05,1945-10-05,C505,7830,007830,Ceresole Reale,CERESOLE REALE,,,7,1,Provincia,0,AO,1,CECS,10131
71,1,1945-10-05,1948-01-01,C505,1073,001073,Ceresole Reale,CERESOLE REALE,,,1,1,Provincia,0,TO,1,AP,71
71,1,1948-01-01,2015-01-01,C505,1073,001073,Ceresole Reale,CERESOLE REALE,,,1,1,Provincia,1,TO,1,,
71,117,2015-01-01,9999-12-31,C505,1073,001073,Ceresole Reale,CERESOLE REALE,,,201,3,Città metropolitana,1,TO,1,APUTS,71
72,1,1861-03-17,1863-02-04,C564,1074,001074,Cesana,CESANA,,001518,1,1,Provincia,0,TO,1,PV,
72,1,1863-02-04,1870-07-01,C564,1074,001074,Cesana Torinese,CESANA TORINESE,,,1,1,Provincia,0,TO,1,CD,72
72,1,1870-07-01,1928-12-14,C564,1074,001074,Cesana Torinese,CESANA TORINESE,,,1,1,Provincia,0,TO,1,AQES,360
72,1,1928-12-14,1934-11-23,C564,1074,001074,Cesana Torinese,CESANA TORINESE,,,1,1,Provincia,0,TO,1,AQES,254
72,1,1928-12-14,1934-11-23,C564,1074,001074,Cesana Torinese,CESANA TORINESE,,,1,1,Provincia,0,TO,1,AQES,346
72,1,1928-12-14,1934-11-23,C564,1074,001074,Cesana Torinese,CESANA TORINESE,,,1,1,Provincia,0,TO,1,AQES,367
72,1,1928-12-14,1934-11-23,C564,1074,001074,Cesana Torinese,CESANA TORINESE,,,1,1,Provincia,0,TO,1,AQES,325
72,1,1928-12-14,1934-11-23,C564,1074,001074,Cesana Torinese,CESANA TORINESE,,,1,1,Provincia,0,TO,1,AQES,332
72,1,1928-12-14,1934-11-23,C564,1074,001074,Cesana Torinese,CESANA TORINESE,,,1,1,Provincia,0,TO,1,AQES,369
72,1,1928-12-14,1934-11-23,C564,1074,001074,Cesana Torinese,CESANA TORINESE,,,1,1,Provincia,0,TO,1,AQES,316
72,1,1928-12-14,1934-11-23,C564,1074,001074,Cesana Torinese,CESANA TORINESE,,,1,1,Provincia,0,TO,1,AQES,328
72,1,1934-11-23,1947-09-16,C564,1074,001074,Cesana Torinese,CESANA TORINESE,,,1,1,Provincia,0,TO,1,CECS,10126
72,1,1947-09-16,1948-01-01,C564,1074,001074,Cesana Torinese,CESANA TORINESE,,,1,1,Provincia,0,TO,1,CE,
72,1,1948-01-01,2015-01-01,C564,1074,001074,Cesana Torinese,CESANA TORINESE,,,1,1,Provincia,1,TO,1,,
72,117,2015-01-01,9999-12-31,C564,1074,001074,Cesana Torinese,CESANA TORINESE,,,201,3,Città metropolitana,1,TO,1,APUTS,72
73,1,1861-03-17,1948-01-01,C604,1075,001075,Chialamberto,CHIALAMBERTO,,,1,1,Provincia,0,TO,1,PV,
73,1,1948-01-01,2015-01-01,C604,1075,001075,Chialamberto,CHIALAMBERTO,,,1,1,Provincia,1,TO,1,,
30,1,1948-01-01,1954-08-24,B015,1030,001030,Borgofranco d'Ivrea,BORGOFRANCO D'IVREA,,,1,1,Provincia,1,TO,1,,
30,1,1954-08-24,2015-01-01,B015,1030,001030,Borgofranco d'Ivrea,BORGOFRANCO D'IVREA,,,1,1,Provincia,1,TO,1,CECS,10943
30,117,2015-01-01,9999-12-31,B015,1030,001030,Borgofranco d'Ivrea,BORGOFRANCO D'IVREA,,,201,3,Città metropolitana,1,TO,1,APUTS,30
31,1,1861-03-17,1927-01-12,B021,1031,001031,Borgomasino,BORGOMASINO,,,1,1,Provincia,0,TO,1,PV,
31,80,1927-01-12,1929-03-02,B021,7819,007819,Borgomasino,BORGOMASINO,,,7,1,Provincia,0,AO,1,AP,31
31,80,1929-03-02,1945-10-05,B021,7819,007819,Borgomasino,BORGOMASINO,,,7,1,Provincia,0,AO,1,AQES,140
31,1,1945-10-05,1947-09-30,B021,1031,001031,Borgomasino,BORGOMASINO,,,1,1,Provincia,0,TO,1,AP,31
31,1,1947-09-30,1948-01-01,B021,1031,001031,Borgomasino,BORGOMASINO,,,1,1,Provincia,0,TO,1,CECS,10631
31,1,1948-01-01,2015-01-01,B021,1031,001031,Borgomasino,BORGOMASINO,,,1,1,Provincia,1,TO,1,,
31,117,2015-01-01,9999-12-31,B021,1031,001031,Borgomasino,BORGOMASINO,,,201,3,Città metropolitana,1,TO,1,APUTS,31
32,1,1861-03-17,1863-02-04,B024,1032,001032,Borgone,BORGONE,,001504,1,1,Provincia,0,TO,1,PV,
32,1,1863-02-04,1948-01-01,B024,1032,001032,Borgone Susa,BORGONE SUSA,,,1,1,Provincia,0,TO,1,CD,32
32,1,1948-01-01,2015-01-01,B024,1032,001032,Borgone Susa,BORGONE SUSA,,,1,1,Provincia,1,TO,1,,
32,117,2015-01-01,9999-12-31,B024,1032,001032,Borgone Susa,BORGONE SUSA,,,201,3,Città metropolitana,1,TO,1,APUTS,32
33,1,1861-03-17,1948-01-01,B075,1033,001033,Bosconero,BOSCONERO,,,1,1,Provincia,0,TO,1,PV,
33,1,1948-01-01,2015-01-01,B075,1033,001033,Bosconero,BOSCONERO,,,1,1,Provincia,1,TO,1,,
33,117,2015-01-01,9999-12-31,B075,1033,001033,Bosconero,BOSCONERO,,,201,3,Città metropolitana,1,TO,1,APUTS,33
34,1,1861-03-17,1948-01-01,B121,1034,001034,Brandizzo,BRANDIZZO,,,1,1,Provincia,0,TO,1,PV,
34,1,1948-01-01,2015-01-01,B121,1034,001034,Brandizzo,BRANDIZZO,,,1,1,Provincia,1,TO,1,,
34,117,2015-01-01,9999-12-31,B121,1034,001034,Brandizzo,BRANDIZZO,,,201,3,Città metropolitana,1,TO,1,APUTS,34
35,1,1861-03-17,1948-01-01,B171,1035,001035,Bricherasio,BRICHERASIO,,,1,1,Provincia,0,TO,1,PV,
35,1,1948-01-01,2015-01-01,B171,1035,001035,Bricherasio,BRICHERASIO,,,1,1,Provincia,1,TO,1,,
35,117,2015-01-01,9999-12-31,B171,1035,001035,Bricherasio,BRICHERASIO,,,201,3,Città metropolitana,1,TO,1,APUTS,35
36,1,1861-03-17,1927-01-12,B205,1036,001036,Brosso,BROSSO,,,1,1,Provincia,0,TO,1,PV,
36,80,1927-01-12,1929-05-28,B205,7820,007820,Brosso,BROSSO,,,7,1,Provincia,0,AO,1,AP,36
36,80,1929-05-28,1929-05-28,B205,7820,007820,Brosso,BROSSO,,,7,1,Provincia,0,AO,1,ES,290
37,1,1861-03-17,1928-04-03,B209,1037,001037,Brozolo,BROZOLO,,,1,1,Provincia,0,TO,1,PV,
37,1,1928-04-03,1928-04-03,B209,1037,001037,Brozolo,BROZOLO,,,1,1,Provincia,0,TO,1,ES,39
38,1,1861-03-17,1928-04-17,B216,1038,001038,Bruino,BRUINO,,,1,1,Provincia,0,TO,1,PV,
38,1,1928-04-17,1948-01-01,B216,1038,001038,Bruino,BRUINO,,,1,1,Provincia,0,TO,1,AQES,238
38,1,1948-01-01,1956-05-24,B216,1038,001038,Bruino,BRUINO,,,1,1,Provincia,1,TO,1,,
38,1,1956-05-24,2015-01-01,B216,1038,001038,Bruino,BRUINO,,,1,1,Provincia,1,TO,1,CECS,10998
38,117,2015-01-01,9999-12-31,B216,1038,001038,Bruino,BRUINO,,,201,3,Città metropolitana,1,TO,1,APUTS,38
39,1,1861-03-17,1928-04-03,B225,1039,001039,Brussasco,BRUSSASCO,,001506,1,1,Provincia,0,TO,1,PV,
39,1,1928-04-03,1947-03-15,B226,1039,001039,Brusasco Cavagnolo,BRUSASCO CAVAGNOLO,,001505,1,1,Provincia,0,TO,1,AQES,37
39,1,1928-04-03,1947-03-15,B226,1039,001039,Brusasco Cavagnolo,BRUSASCO CAVAGNOLO,,001505,1,1,Provincia,0,TO,1,CD,39
39,1,1928-04-03,1947-03-15,B226,1039,001039,Brusasco Cavagnolo,BRUSASCO CAVAGNOLO,,001505,1,1,Provincia,0,TO,1,AQES,67
39,1,1928-04-03,1947-03-15,B226,1039,001039,Brusasco Cavagnolo,BRUSASCO CAVAGNOLO,,001505,1,1,Provincia,0,TO,1,AQES,340
39,1,1947-03-15,1948-01-01,B226,1039,001039,Brusasco Cavagnolo,BRUSASCO CAVAGNOLO,,001505,1,1,Provincia,0,TO,1,CECS,10515
39,1,1948-01-01,1957-07-21,B226,1039,001039,Brusasco Cavagnolo,BRUSASCO CAVAGNOLO,,001505,1,1,Provincia,1,TO,1,,
39,1,1957-07-21,2015-01-01,B225,1039,001039,Brusasco,BRUSASCO,,,1,1,Provincia,1,TO,1,CECS,11031
39,1,1957-07-21,2015-01-01,B225,1039,001039,Brusasco,BRUSASCO,,,1,1,Provincia,1,TO,1,CD,39
39,117,2015-01-01,9999-12-31,B225,1039,001039,Brusasco,BRUSASCO,,,201,3,Città metropolitana,1,TO,1,APUTS,39
40,1,1861-03-17,1948-01-01,B232,1040,001040,Bruzolo,BRUZOLO,,,1,1,Provincia,0,TO,1,PV,
40,1,1948-01-01,2015-01-01,B232,1040,001040,Bruzolo,BRUZOLO,,,1,1,Provincia,1,TO,1,,
40,117,2015-01-01,9999-12-31,B232,1040,001040,Bruzolo,BRUZOLO,,,201,3,Città metropolitana,1,TO,1,APUTS,40
41,1,1861-03-17,1948-01-01,B278,1041,001041,Buriasco,BURIASCO,,,1,1,Provincia,0,TO,1,PV,
41,1,1948-01-01,2015-01-01,B278,1041,001041,Buriasco,BURIASCO,,,1,1,Provincia,1,TO,1,,
41,117,2015-01-01,9999-12-31,B278,1041,001041,Buriasco,BURIASCO,,,201,3,Città metropolitana,1,TO,1,APUTS,41
42,1,1861-03-17,1927-01-12,B279,1042,001042,Burolo,BUROLO,,,1,1,Provincia,0,TO,1,PV,
42,80,1927-01-12,1929-04-19,B279,7821,007821,Burolo,BUROLO,,,7,1,Provincia,0,AO,1,AP,42
42,80,1929-04-19,1929-04-19,B279,7821,007821,Burolo,BUROLO,,,7,1,Provincia,0,AO,1,ES,27
43,1,1861-03-17,1927-10-21,B284,1043,001043,Busano,BUSANO,,,1,1,Provincia,0,TO,1,PV,
43,1,1927-10-21,1927-10-21,B284,1043,001043,Busano,BUSANO,,,1,1,Provincia,0,TO,1,ES,213
44,1,1861-03-17,1928-11-10,B297,1044,001044,Bussoleno,BUSSOLENO,,,1,1,Provincia,0,TO,1,PV,
44,1,1928-11-10,1948-01-01,B297,1044,001044,Bussoleno,BUSSOLENO,,,1,1,Provincia,0,TO,1,AQES,333
44,1,1948-01-01,2015-01-01,B297,1044,001044,Bussoleno,BUSSOLENO,,,1,1,Provincia,1,TO,1,,
44,117,2015-01-01,9999-12-31,B297,1044,001044,Bussoleno,BUSSOLENO,,,201,3,Città metropolitana,1,TO,1,APUTS,44
45,1,1861-03-17,1863-02-04,B305,1045,001045,Buttigliera,BUTTIGLIERA,,001507,1,1,Provincia,0,TO,1,PV,
45,1,1863-02-04,1948-01-01,B305,1045,001045,Buttigliera Alta,BUTTIGLIERA ALTA,,,1,1,Provincia,0,TO,1,CD,45
45,1,1948-01-01,2015-01-01,B305,1045,001045,Buttigliera Alta,BUTTIGLIERA ALTA,,,1,1,Provincia,1,TO,1,,
45,117,2015-01-01,9999-12-31,B305,1045,001045,Buttigliera Alta,BUTTIGLIERA ALTA,,,201,3,Città metropolitana,1,TO,1,APUTS,45
46,1,1861-03-17,1928-04-15,B350,1046,001046,Cafasse,CAFASSE,,,1,1,Provincia,0,TO,1,PV,
46,1,1928-04-15,1948-01-01,B350,1046,001046,Cafasse,CAFASSE,,,1,1,Provincia,0,TO,1,AQES,347
46,1,1948-01-01,2015-01-01,B350,1046,001046,Cafasse,CAFASSE,,,1,1,Provincia,1,TO,1,,
