ID_COMUNE,ID_UTS,DATA_INIZIO_AMMINISTRATIVA,DATA_FINE_AMMINISTRATIVA,COD_CATASTO,PRO_COM,PRO_COM_T,COMUNE,COMUNE_IT,COMUNE_A,COD_DEN_STORICO,COD_UTS,ID_UTS_TIPO,DESC_UTS_TIPO,COD_REG,SIGLA_UTS,COD_RIP,COD_VARIAZIONE,ID_COMUNE_REL
2274,7,1861-03-17,1927-10-13,E190,13882,013882,Grona,GRONA,,,13,1,Provincia,0,CO,1,PV,
2274,7,1927-10-13,1927-10-13,E190,13882,013882,Grona,GRONA,,,13,1,Provincia,0,CO,1,ES,9859
2275,7,1861-03-17,1928-10-30,E286,13883,013883,Imberido,IMBERIDO,,,13,1,Provincia,0,CO,1,PV,
2275,7,1928-10-30,1928-10-30,E286,13883,013883,Imberido,IMBERIDO,,,13,1,Provincia,0,CO,1,ES,2001
2276,7,1861-03-17,1906-11-13,E293,13884,013884,Incino,INCINO,,,13,1,Provincia,0,CO,1,PV,
2276,7,1906-11-13,1906-11-13,E293,13884,013884,Incino,INCINO,,,13,1,Provincia,0,CO,1,ES,8869
2277,7,1861-03-17,1879-03-07,E298,13885,013885,Narro,NARRO,,013556,13,1,Provincia,0,CO,1,PV,
2277,7,1879-03-07,1928-05-25,E298,13885,013885,Indovero,INDOVERO,,,13,1,Provincia,0,CO,1,CD,2277
2277,7,1928-05-25,1928-05-25,E298,13885,013885,Indovero,INDOVERO,,,13,1,Provincia,0,CO,1,ES,1897
2278,7,1861-03-17,1928-12-15,E302,13886,013886,Intimiano,INTIMIANO,,,13,1,Provincia,0,CO,1,PV,
2278,7,1928-12-15,1928-12-15,E302,13886,013886,Intimiano,INTIMIANO,,,13,1,Provincia,0,CO,1,ES,10034
2279,7,1861-03-17,1924-03-02,E446,13888,013888,Laorca,LAORCA,,,13,1,Provincia,0,CO,1,PV,
2279,7,1924-03-02,1924-03-02,E446,13888,013888,Laorca,LAORCA,,,13,1,Provincia,0,CO,1,ES,1962
2280,7,1861-03-17,1928-05-12,E521,13889,013889,Lemna,LEMNA,,,13,1,Provincia,0,CO,1,PV,
2280,7,1928-05-12,1928-05-12,E521,13889,013889,Lemna,LEMNA,,,13,1,Provincia,0,CO,1,ES,9940
2281,7,1861-03-17,1928-05-25,E568,13890,013890,Lezza,LEZZA,,,13,1,Provincia,0,CO,1,PV,
2281,7,1928-05-25,1928-05-25,E568,13890,013890,Lezza,LEZZA,,,13,1,Provincia,0,CO,1,ES,9956
2282,7,1861-03-17,1927-12-29,E598,13892,013892,Limonta,LIMONTA,,,13,1,Provincia,0,CO,1,PV,
2282,7,1927-12-29,1927-12-29,E598,13892,013892,Limonta,LIMONTA,,,13,1,Provincia,0,CO,1,ES,9878
2283,7,1861-03-17,1928-03-06,E604,13893,013893,Linzanico,LINZANICO,,,13,1,Provincia,0,CO,1,PV,
2283,7,1928-03-06,1928-03-06,E604,13893,013893,Linzanico,LINZANICO,,,13,1,Provincia,0,CO,1,ES,9911
2284,7,1861-03-17,1928-05-12,E657,13894,013894,Lomaniga,LOMANIGA,,,13,1,Provincia,0,CO,1,PV,
2284,7,1928-05-12,1928-05-12,E657,13894,013894,Lomaniga,LOMANIGA,,,13,1,Provincia,0,CO,1,ES,1987
2285,7,1861-03-17,1863-01-24,E702,13895,013895,Loveno,LOVENO,,013557,13,1,Provincia,0,CO,1,PV,
2285,7,1863-01-24,1929-05-14,E702,13895,013895,Loveno Sopra Menaggio,LOVENO SOPRA MENAGGIO,,,13,1,Provincia,0,CO,1,CD,2285
2285,7,1929-05-14,1929-05-14,E702,13895,013895,Loveno Sopra Menaggio,LOVENO SOPRA MENAGGIO,,,13,1,Provincia,0,CO,1,ES,1983
2286,7,1861-03-17,1928-06-15,E721,13896,013896,Lucino,LUCINO,,,13,1,Provincia,0,CO,1,PV,
2286,7,1928-06-15,1928-06-15,E721,13896,013896,Lucino,LUCINO,,,13,1,Provincia,0,CO,1,ES,9968
2287,7,1861-03-17,1928-05-31,E781,13897,013897,Maccio,MACCIO,,,13,1,Provincia,0,CO,1,PV,
2287,7,1928-05-31,1928-05-31,E781,13897,013897,Maccio,MACCIO,,,13,1,Provincia,0,CO,1,ES,9961
2288,7,1861-03-17,1929-02-01,F222,13899,013899,Minoprio,MINOPRIO,,,13,1,Provincia,0,CO,1,PV,
2288,7,1929-02-01,1929-05-30,F222,13899,013899,Minoprio,MINOPRIO,,,13,1,Provincia,0,CO,1,CE,1892
2288,7,1929-05-30,1929-05-30,F222,13899,013899,Minoprio,MINOPRIO,,,13,1,Provincia,0,CO,1,ES,10076
2289,7,1861-03-17,1928-12-16,F273,13901,013901,Moiana,MOIANA,,,13,1,Provincia,0,CO,1,PV,
2289,7,1928-12-16,1928-12-16,F273,13901,013901,Moiana,MOIANA,,,13,1,Provincia,0,CO,1,ES,1985
2290,7,1861-03-17,1928-05-12,F285,13902,013902,Molina,MOLINA,,,13,1,Provincia,0,CO,1,PV,
2290,7,1928-05-12,1928-05-12,F285,13902,013902,Molina,MOLINA,,,13,1,Provincia,0,CO,1,ES,9940
2291,7,1861-03-17,1927-07-15,F349,13903,013903,Mondonico,MONDONICO,,,13,1,Provincia,0,CO,1,PV,
2291,7,1927-07-15,1927-07-15,F349,13903,013903,Mondonico,MONDONICO,,,13,1,Provincia,0,CO,1,ES,2003
2292,7,1861-03-17,1863-09-27,F425,13904,013904,Montano,MONTANO,,013559,13,1,Provincia,0,CO,1,PV,
2292,7,1863-09-27,1928-06-15,F425,13904,013904,Montano Comasco,MONTANO COMASCO,,,13,1,Provincia,0,CO,1,CD,2292
2292,7,1928-06-15,1928-06-15,F425,13904,013904,Montano Comasco,MONTANO COMASCO,,,13,1,Provincia,0,CO,1,ES,9968
2293,7,1861-03-17,1884-12-15,F583,13905,013905,Monte Olimpino,MONTE OLIMPINO,,,13,1,Provincia,0,CO,1,PV,
2293,7,1884-12-15,1884-12-15,F583,13905,013905,Monte Olimpino,MONTE OLIMPINO,,,13,1,Provincia,0,CO,1,ES,1919
2294,7,1861-03-17,1928-02-05,F850,13906,013906,Nava,NAVA,,,13,1,Provincia,0,CO,1,PV,
2294,7,1928-02-05,1928-02-05,F850,13906,013906,Nava,NAVA,,,13,1,Provincia,0,CO,1,ES,9897
2295,7,1861-03-17,1863-05-09,F954,13907,013907,Novate,NOVATE,,013560,13,1,Provincia,0,CO,1,PV,
2295,7,1863-05-09,1927-06-09,F954,13907,013907,Novate Brianza,NOVATE BRIANZA,,,13,1,Provincia,0,CO,1,CD,2295
2295,7,1927-06-09,1927-06-09,F954,13907,013907,Novate Brianza,NOVATE BRIANZA,,,13,1,Provincia,0,CO,1,ES,1984
2296,7,1861-03-17,1870-01-01,G013,13908,013908,Olate,OLATE,,,13,1,Provincia,0,CO,1,PV,
2296,7,1870-01-01,1870-01-01,G013,13908,013908,Olate,OLATE,,,13,1,Provincia,0,CO,1,ES,2244
2297,7,1861-03-17,1928-01-26,G017,13909,013909,Olcio,OLCIO,,,13,1,Provincia,0,CO,1,PV,
2297,7,1928-01-26,1928-01-26,G017,13909,013909,Olcio,OLCIO,,,13,1,Provincia,0,CO,1,ES,1979
2298,7,1861-03-17,1927-12-29,G072,13910,013910,Onno,ONNO,,,13,1,Provincia,0,CO,1,PV,
2298,7,1927-12-29,1927-12-29,G072,13910,013910,Onno,ONNO,,,13,1,Provincia,0,CO,1,ES,9878
2299,7,1861-03-17,1863-05-09,G100,13911,013911,Oriano,ORIANO,,013561,13,1,Provincia,0,CO,1,PV,
2299,7,1863-05-09,1927-06-07,G100,13911,013911,Oriano di Brianza,ORIANO DI BRIANZA,,,13,1,Provincia,0,CO,1,CD,2299
2299,7,1927-06-07,1927-06-07,G100,13911,013911,Oriano di Brianza,ORIANO DI BRIANZA,,,13,1,Provincia,0,CO,1,ES,9842
2300,7,1861-03-17,1875-03-17,G239,13912,013912,Pagnano,PAGNANO,,013562,13,1,Provincia,0,CO,1,PV,
2300,7,1875-03-17,1880-08-19,G239,13912,013912,Pagnano Valsassina,PAGNANO VALSASSINA,,,13,1,Provincia,0,CO,1,CD,2300
2300,7,1880-08-19,1880-08-19,G239,13912,013912,Pagnano Valsassina,PAGNANO VALSASSINA,,,13,1,Provincia,0,CO,1,ES,1865
2301,7,1861-03-17,1928-05-12,G256,13913,013913,Palanzo,PALANZO,,,13,1,Provincia,0,CO,1,PV,
2301,7,1928-05-12,1928-05-12,G256,13913,013913,Palanzo,PALANZO,,,13,1,Provincia,0,CO,1,ES,9940
2302,7,1861-03-17,1928-12-14,G345,13914,013914,Parravicino,PARRAVICINO,,,13,1,Provincia,0,CO,1,PV,
2302,7,1928-12-14,1928-12-14,G345,13914,013914,Parravicino,PARRAVICINO,,,13,1,Provincia,0,CO,1,ES,9890
2303,7,1861-03-17,1927-07-15,G440,13915,013915,Penzano,PENZANO,,,13,1,Provincia,0,CO,1,PV,
2303,7,1927-07-15,1927-07-15,G440,13915,013915,Penzano,PENZANO,,,13,1,Provincia,0,CO,1,ES,9846
2304,7,1861-03-17,1863-05-09,G503,13916,013916,Pessina,PESSINA,,013563,13,1,Provincia,0,CO,1,PV,
2304,7,1863-05-09,1927-12-24,G503,13916,013916,Pessina Valsassina,PESSINA VALSASSINA,,,13,1,Provincia,0,CO,1,CD,2304
2304,7,1927-12-24,1927-12-24,G503,13916,013916,Pessina Valsassina,PESSINA VALSASSINA,,,13,1,Provincia,0,CO,1,ES,2026
2305,7,1861-03-17,1863-09-27,G567,13917,013917,Piano,PIANO,,013564,13,1,Provincia,0,CO,1,PV,
2305,7,1863-09-27,1928-05-12,G567,13917,013917,Piano Porlezza,PIANO PORLEZZA,,,13,1,Provincia,0,CO,1,CD,2305
2305,7,1928-05-12,1928-05-12,G567,13917,013917,Piano Porlezza,PIANO PORLEZZA,,,13,1,Provincia,0,CO,1,ES,9941
2306,7,1861-03-17,1863-05-09,G581,13918,013918,Piazza,PIAZZA,,013565,13,1,Provincia,0,CO,1,PV,
2306,7,1863-05-09,1929-05-03,G581,13918,013918,Piazza Santo Stefano,PIAZZA SANTO STEFANO,,,13,1,Provincia,0,CO,1,CD,2306
2306,7,1929-05-03,1929-05-03,G581,13918,013918,Piazza Santo Stefano,PIAZZA SANTO STEFANO,,,13,1,Provincia,0,CO,1,ES,1910
2307,7,1861-03-17,1863-01-24,G828,13919,013919,Ponte,PONTE,,013575,13,1,Provincia,0,CO,1,PV,
2307,7,1863-01-24,1928-05-25,G828,13919,013919,Ponte Lambro,PONTE LAMBRO,,,13,1,Provincia,0,CO,1,CD,2307
2307,7,1928-05-25,1928-05-25,G828,13919,013919,Ponte Lambro,PONTE LAMBRO,,,13,1,Provincia,0,CO,1,ES,9956
2308,7,1861-03-17,1928-09-23,G876,13920,013920,Ponzate,PONZATE,,,13,1,Provincia,0,CO,1,PV,
2308,7,1928-09-23,1928-09-23,G876,13920,013920,Ponzate,PONZATE,,,13,1,Provincia,0,CO,1,ES,2055
2309,7,1861-03-17,1927-06-09,H093,13921,013921,Puria,PURIA,,,13,1,Provincia,0,CO,1,PV,
2309,7,1927-06-09,1927-06-09,H093,13921,013921,Puria,PURIA,,,13,1,Provincia,0,CO,1,ES,9844
2310,7,1861-03-17,1928-02-23,H170,13922,013922,Ramponio,RAMPONIO,,,13,1,Provincia,0,CO,1,PV,
2310,7,1928-02-23,1928-02-23,H170,13922,013922,Ramponio,RAMPONIO,,,13,1,Provincia,0,CO,1,ES,9907
2311,7,1861-03-17,1863-05-09,H172,13923,013923,Rancio,RANCIO,,013566,13,1,Provincia,0,CO,1,PV,
2311,7,1863-05-09,1924-03-02,H172,13923,013923,Rancio di Lecco,RANCIO DI LECCO,,,13,1,Provincia,0,CO,1,CD,2311
2311,7,1924-03-02,1924-03-02,H172,13923,013923,Rancio di Lecco,RANCIO DI LECCO,,,13,1,Provincia,0,CO,1,ES,1962
2312,7,1861-03-17,1864-01-29,H197,13924,013924,Tegnone,TEGNONE,,013567,13,1,Provincia,0,CO,1,PV,
2312,7,1864-01-29,1928-02-05,H197,13924,013924,Ravellino,RAVELLINO,,,13,1,Provincia,0,CO,1,CD,2312
2137,82,1927-01-12,1928-02-09,E734,12092,012092,Luino,LUINO,,,12,1,Provincia,0,VA,1,AP,2137
2137,82,1928-02-09,1928-12-08,E734,12092,012092,Luino,LUINO,,,12,1,Provincia,0,VA,1,AQES,2195
2137,82,1928-02-09,1928-12-08,E734,12092,012092,Luino,LUINO,,,12,1,Provincia,0,VA,1,AQES,2122
2137,82,1928-12-08,1947-12-22,E734,12092,012092,Luino,LUINO,,,12,1,Provincia,0,VA,1,AQES,2375
2137,82,1947-12-22,1948-01-01,E734,12092,012092,Luino,LUINO,,,12,1,Provincia,0,VA,1,CECS,10712
2137,82,1948-01-01,1953-07-24,E734,12092,012092,Luino,LUINO,,,12,1,Provincia,3,VA,1,,
2137,82,1953-07-24,1955-12-01,E734,12092,012092,Luino,LUINO,,,12,1,Provincia,3,VA,1,CECS,10902
2137,82,1955-12-01,9999-12-31,E734,12092,012092,Luino,LUINO,,,12,1,Provincia,3,VA,1,AQ,2139
2138,7,1861-03-17,1927-01-12,E769,13464,013464,Luvinate,LUVINATE,,,13,1,Provincia,0,CO,1,PV,
2138,82,1927-01-12,1927-07-27,E769,12093,012093,Luvinate,LUVINATE,,,12,1,Provincia,0,VA,1,AP,2138
2138,82,1927-07-27,1927-07-27,E769,12093,012093,Luvinate,LUVINATE,,,12,1,Provincia,0,VA,1,ES,2102
2139,7,1861-03-17,1927-01-12,E775,13465,013465,Maccagno Superiore,MACCAGNO SUPERIORE,,012527,13,1,Provincia,0,CO,1,PV,
2139,82,1927-01-12,1928-01-07,E775,12094,012094,Maccagno Superiore,MACCAGNO SUPERIORE,,012527,12,1,Provincia,0,VA,1,AP,2139
2139,82,1928-01-07,1948-01-01,E775,12094,012094,Maccagno Superiore,MACCAGNO SUPERIORE,,012527,12,1,Provincia,0,VA,1,AQES,2140
2139,82,1928-01-07,1948-01-01,E775,12094,012094,Maccagno Superiore,MACCAGNO SUPERIORE,,012527,12,1,Provincia,0,VA,1,AQES,2118
2139,82,1928-01-07,1948-01-01,E775,12094,012094,Maccagno Superiore,MACCAGNO SUPERIORE,,012527,12,1,Provincia,0,VA,1,AQES,2077
2139,82,1928-01-07,1948-01-01,E775,12094,012094,Maccagno Superiore,MACCAGNO SUPERIORE,,012527,12,1,Provincia,0,VA,1,AQ,2344
2139,82,1928-01-07,1948-01-01,E775,12094,012094,Maccagno Superiore,MACCAGNO SUPERIORE,,012527,12,1,Provincia,0,VA,1,AQES,2158
2139,82,1948-01-01,1953-08-25,E775,12094,012094,Maccagno Superiore,MACCAGNO SUPERIORE,,012527,12,1,Provincia,3,VA,1,,
2139,82,1953-08-25,1955-12-01,E775,12094,012094,Maccagno,MACCAGNO,,,12,1,Provincia,3,VA,1,CD,2139
2139,82,1955-12-01,2014-02-04,E775,12094,012094,Maccagno,MACCAGNO,,,12,1,Provincia,3,VA,1,CE,2137
2139,82,2014-02-04,2014-02-04,E775,12094,012094,Maccagno,MACCAGNO,,,12,1,Provincia,3,VA,1,ES,11209
2140,7,1861-03-17,1927-01-12,E776,13466,013466,Maccagno Inferiore,MACCAGNO INFERIORE,,,13,1,Provincia,0,CO,1,PV,
2140,82,1927-01-12,1928-01-07,E776,12859,012859,Maccagno Inferiore,MACCAGNO INFERIORE,,,12,1,Provincia,0,VA,1,AP,2140
2140,82,1928-01-07,1928-01-07,E776,12859,012859,Maccagno Inferiore,MACCAGNO INFERIORE,,,12,1,Provincia,0,VA,1,ES,2139
2141,7,1861-03-17,1927-01-12,E856,13467,013467,Malgesso,MALGESSO,,,13,1,Provincia,0,CO,1,PV,
2141,82,1927-01-12,1948-01-01,E856,12095,012095,Malgesso,MALGESSO,,,12,1,Provincia,0,VA,1,AP,2141
2141,82,1948-01-01,9999-12-31,E856,12095,012095,Malgesso,MALGESSO,,,12,1,Provincia,3,VA,1,,
2142,7,1861-03-17,1927-01-12,E863,13468,013468,Malnate,MALNATE,,,13,1,Provincia,0,CO,1,PV,
2142,82,1927-01-12,1928-01-18,E863,12096,012096,Malnate,MALNATE,,,12,1,Provincia,0,VA,1,AP,2142
2142,82,1928-01-18,1948-01-01,E863,12096,012096,Malnate,MALNATE,,,12,1,Provincia,0,VA,1,AQES,2126
2142,82,1948-01-01,9999-12-31,E863,12096,012096,Malnate,MALNATE,,,12,1,Provincia,3,VA,1,,
2143,7,1861-03-17,1927-01-12,E929,13469,013469,Marchirolo,MARCHIROLO,,,13,1,Provincia,0,CO,1,PV,
2143,82,1927-01-12,1928-10-07,E929,12097,012097,Marchirolo,MARCHIROLO,,,12,1,Provincia,0,VA,1,AP,2143
2143,82,1928-10-07,1928-10-07,E929,12097,012097,Marchirolo,MARCHIROLO,,,12,1,Provincia,0,VA,1,ES,10012
2144,7,1861-03-17,1927-01-12,F002,13470,013470,Marzio,MARZIO,,,13,1,Provincia,0,CO,1,PV,
2144,82,1927-01-12,1948-01-01,F002,12099,012099,Marzio,MARZIO,,,12,1,Provincia,0,VA,1,AP,2144
2144,82,1948-01-01,1978-02-12,F002,12099,012099,Marzio,MARZIO,,,12,1,Provincia,3,VA,1,,
2144,82,1978-02-12,9999-12-31,F002,12099,012099,Marzio,MARZIO,,,12,1,Provincia,3,VA,1,AQ,10975
2145,7,1861-03-17,1863-05-09,F007,13471,013471,Masciago,MASCIAGO,,012528,13,1,Provincia,0,CO,1,PV,
2145,7,1863-05-09,1927-01-12,F007,13471,013471,Masciago Primo,MASCIAGO PRIMO,,,13,1,Provincia,0,CO,1,CD,2145
2145,82,1927-01-12,1948-01-01,F007,12100,012100,Masciago Primo,MASCIAGO PRIMO,,,12,1,Provincia,0,VA,1,AP,2145
2145,82,1948-01-01,1997-07-26,F007,12100,012100,Masciago Primo,MASCIAGO PRIMO,,,12,1,Provincia,3,VA,1,,
2145,82,1997-07-26,9999-12-31,F007,12100,012100,Masciago Primo,MASCIAGO PRIMO,,,12,1,Provincia,3,VA,1,CE,2116
2146,7,1861-03-17,1927-01-12,F018,13472,013472,Masnago,MASNAGO,,,13,1,Provincia,0,CO,1,PV,
2146,82,1927-01-12,1927-12-29,F018,12860,012860,Masnago,MASNAGO,,,12,1,Provincia,0,VA,1,AP,2146
2146,82,1927-12-29,1927-12-29,F018,12860,012860,Masnago,MASNAGO,,,12,1,Provincia,0,VA,1,ES,2186
2147,7,1861-03-17,1927-01-12,F134,13473,013473,Mercallo,MERCALLO,,,13,1,Provincia,0,CO,1,PV,
2147,82,1927-01-12,1948-01-01,F134,12101,012101,Mercallo,MERCALLO,,,12,1,Provincia,0,VA,1,AP,2147
2147,82,1948-01-01,9999-12-31,F134,12101,012101,Mercallo,MERCALLO,,,12,1,Provincia,3,VA,1,,
2148,7,1861-03-17,1927-01-12,F154,13474,013474,Mesenzana,MESENZANA,,,13,1,Provincia,0,CO,1,PV,
2148,82,1927-01-12,1928-01-07,F154,12102,012102,Mesenzana,MESENZANA,,,12,1,Provincia,0,VA,1,AP,2148
2148,82,1928-01-07,1928-01-07,F154,12102,012102,Mesenzana,MESENZANA,,,12,1,Provincia,0,VA,1,ES,9883
2149,7,1861-03-17,1863-09-27,F314,13475,013475,Mombello,MOMBELLO,,012558,13,1,Provincia,0,CO,1,PV,
2149,7,1863-09-27,1927-01-12,F314,13475,013475,Mombello Lago Maggiore,MOMBELLO LAGO MAGGIORE,,,13,1,Provincia,0,CO,1,CD,2149
2149,82,1927-01-12,1928-01-28,F314,12863,012863,Mombello Lago Maggiore,MOMBELLO LAGO MAGGIORE,,,12,1,Provincia,0,VA,1,AP,2149
2149,82,1928-01-28,1928-01-28,F314,12863,012863,Mombello Lago Maggiore,MOMBELLO LAGO MAGGIORE,,,12,1,Provincia,0,VA,1,ES,9893
2150,7,1861-03-17,1927-01-12,F334,13476,013476,Monate,MONATE,,,13,1,Provincia,0,CO,1,PV,
2150,82,1927-01-12,1927-09-04,F334,12864,012864,Monate,MONATE,,,12,1,Provincia,0,VA,1,AP,2150
2150,82,1927-09-04,1927-09-04,F334,12864,012864,Monate,MONATE,,,12,1,Provincia,0,VA,1,ES,9853
2151,7,1861-03-17,1927-01-12,F525,13477,013477,Montegrino,MONTEGRINO,,,13,1,Provincia,0,CO,1,PV,
2151,82,1927-01-12,1928-01-22,F525,12866,012866,Montegrino,MONTEGRINO,,,12,1,Provincia,0,VA,1,AP,2151
2151,82,1928-01-22,1928-01-22,F525,12866,012866,Montegrino,MONTEGRINO,,,12,1,Provincia,0,VA,1,ES,9886
2152,7,1861-03-17,1927-01-12,F663,13478,013478,Monteviasco,MONTEVIASCO,,,13,1,Provincia,0,CO,1,PV,
2152,82,1927-01-12,1928-08-07,F663,12867,012867,Monteviasco,MONTEVIASCO,,,12,1,Provincia,0,VA,1,AP,2152
2152,82,1928-08-07,1928-08-07,F663,12867,012867,Monteviasco,MONTEVIASCO,,,12,1,Provincia,0,VA,1,ES,2108
2153,7,1861-03-17,1927-01-12,F703,13479,013479,Monvalle,MONVALLE,,,13,1,Provincia,0,CO,1,PV,
2153,82,1927-01-12,1948-01-01,F703,12104,012104,Monvalle,MONVALLE,,,12,1,Provincia,0,VA,1,AP,2153
2153,82,1948-01-01,9999-12-31,F703,12104,012104,Monvalle,MONVALLE,,,12,1,Provincia,3,VA,1,,
2154,7,1861-03-17,1927-01-12,F711,13480,013480,Morazzone,MORAZZONE,,,13,1,Provincia,0,CO,1,PV,
2154,82,1927-01-12,1948-01-01,F711,12105,012105,Morazzone,MORAZZONE,,,12,1,Provincia,0,VA,1,AP,2154
2154,82,1948-01-01,9999-12-31,F711,12105,012105,Morazzone,MORAZZONE,,,12,1,Provincia,3,VA,1,,
2155,7,1861-03-17,1927-01-12,F742,13481,013481,Morosolo,MOROSOLO,,,13,1,Provincia,0,CO,1,PV,
2155,82,1927-01-12,1929-06-18,F742,12868,012868,Morosolo,MOROSOLO,,,12,1,Provincia,0,VA,1,AP,2155
2155,82,1929-06-18,1929-06-18,F742,12868,012868,Morosolo,MOROSOLO,,,12,1,Provincia,0,VA,1,ES,2186
2155,82,1929-06-18,1929-06-18,F742,12868,012868,Morosolo,MOROSOLO,,,12,1,Provincia,0,VA,1,ES,2087
2156,7,1861-03-17,1927-01-12,F794,13482,013482,Muceno,MUCENO,,,13,1,Provincia,0,CO,1,PV,
2156,82,1927-01-12,1928-08-16,F794,12869,012869,Muceno,MUCENO,,,12,1,Provincia,0,VA,1,AP,2156
2156,82,1928-08-16,1928-08-16,F794,12869,012869,Muceno,MUCENO,,,12,1,Provincia,0,VA,1,ES,2165
2157,7,1861-03-17,1927-01-12,F819,13483,013483,Musadino,MUSADINO,,,13,1,Provincia,0,CO,1,PV,
2157,82,1927-01-12,1928-08-16,F819,12870,012870,Musadino,MUSADINO,,,12,1,Provincia,0,VA,1,AP,2157
2157,82,1928-08-16,1928-08-16,F819,12870,012870,Musadino,MUSADINO,,,12,1,Provincia,0,VA,1,ES,2165
2158,7,1861-03-17,1927-01-12,F825,13484,013484,Musignano,MUSIGNANO,,,13,1,Provincia,0,CO,1,PV,
2158,82,1927-01-12,1928-01-07,F825,12871,012871,Musignano,MUSIGNANO,,,12,1,Provincia,0,VA,1,AP,2158
2158,82,1928-01-07,1928-01-07,F825,12871,012871,Musignano,MUSIGNANO,,,12,1,Provincia,0,VA,1,ES,2139
2159,7,1861-03-17,1927-01-12,G029,13485,013485,Olginasio,OLGINASIO,,,13,1,Provincia,0,CO,1,PV,
2159,82,1927-01-12,1928-01-22,G029,12873,012873,Olginasio,OLGINASIO,,,12,1,Provincia,0,VA,1,AP,2159
2159,82,1928-01-22,1928-01-22,G029,12873,012873,Olginasio,OLGINASIO,,,12,1,Provincia,0,VA,1,ES,2361
2160,7,1861-03-17,1864-03-11,G057,13486,013486,Oltrona,OLTRONA,,012559,13,1,Provincia,0,CO,1,PV,
2160,7,1864-03-11,1927-01-12,G057,13486,013486,Oltrona al Lago,OLTRONA AL LAGO,,,13,1,Provincia,0,CO,1,CD,2160
2160,82,1927-01-12,1928-01-12,G057,12874,012874,Oltrona al Lago,OLTRONA AL LAGO,,,12,1,Provincia,0,VA,1,AP,2160
2160,82,1928-01-12,1928-01-12,G057,12874,012874,Oltrona al Lago,OLTRONA AL LAGO,,,12,1,Provincia,0,VA,1,ES,2119
2161,7,1861-03-17,1927-01-12,G105,13487,013487,Orino,ORINO,,,13,1,Provincia,0,CO,1,PV,
2161,82,1927-01-12,1927-08-19,G105,12110,012110,Orino,ORINO,,,12,1,Provincia,0,VA,1,AP,2161
2161,82,1927-08-19,1927-08-19,G105,12110,012110,Orino,ORINO,,,12,1,Provincia,0,VA,1,ES,9850
2162,7,1861-03-17,1863-05-09,E529,13488,013488,Lentate,LENTATE,,012530,13,1,Provincia,0,CO,1,PV,
2162,7,1863-05-09,1892-07-19,E529,13488,013488,Lentate Verbano,LENTATE VERBANO,,012531,13,1,Provincia,0,CO,1,CD,2162
2162,7,1892-07-19,1927-01-12,E529,13488,013488,Osmate Lentate,OSMATE LENTATE,,012532,13,1,Provincia,0,CO,1,CD,2162
2162,82,1927-01-12,1929-06-13,E529,12111,012111,Osmate Lentate,OSMATE LENTATE,,012532,12,1,Provincia,0,VA,1,AP,2162
2162,82,1929-06-13,1948-01-01,E529,12111,012111,Osmate Lentate,OSMATE LENTATE,,012532,12,1,Provincia,0,VA,1,CE,2721
2162,82,1948-01-01,1970-08-29,E529,12111,012111,Osmate Lentate,OSMATE LENTATE,,012532,12,1,Provincia,3,VA,1,,
2162,82,1970-08-29,2019-02-15,E529,12111,012111,Osmate,OSMATE,,,12,1,Provincia,3,VA,1,CD,2162
2162,82,2019-02-15,2019-02-15,E529,12111,012111,Osmate,OSMATE,,,12,1,Provincia,3,VA,1,ES,11296
2163,7,1861-03-17,1863-05-09,G677,13489,013489,Pino,PINO,,012533,13,1,Provincia,0,CO,1,PV,
2163,7,1863-05-09,1927-01-12,G677,13489,013489,Pino sulla Sponda del Lago Maggiore,PINO SULLA SPONDA DEL LAGO MAGGIORE,,,13,1,Provincia,0,CO,1,CD,2163
2163,82,1927-01-12,1948-01-01,G677,12112,012112,Pino sulla Sponda del Lago Maggiore,PINO SULLA SPONDA DEL LAGO MAGGIORE,,,12,1,Provincia,0,VA,1,AP,2163
2163,82,1948-01-01,2014-02-04,G677,12112,012112,Pino sulla Sponda del Lago Maggiore,PINO SULLA SPONDA DEL LAGO MAGGIORE,,,12,1,Provincia,3,VA,1,,
2163,82,2014-02-04,2014-02-04,G677,12112,012112,Pino sulla Sponda del Lago Maggiore,PINO SULLA SPONDA DEL LAGO MAGGIORE,,,12,1,Provincia,3,VA,1,ES,11209
2164,7,1861-03-17,1863-05-09,G906,13490,013490,Porto,PORTO,,012534,13,1,Provincia,0,CO,1,PV,
2164,7,1863-05-09,1927-01-12,G906,13490,013490,Porto Ceresio,PORTO CERESIO,,,13,1,Provincia,0,CO,1,CD,2164
2164,82,1927-01-12,1928-05-22,G906,12113,012113,Porto Ceresio,PORTO CERESIO,,,12,1,Provincia,0,VA,1,AP,2164
2164,82,1928-05-22,1948-01-01,G906,12113,012113,Porto Ceresio,PORTO CERESIO,,,12,1,Provincia,0,VA,1,AQES,2360
2164,82,1948-01-01,1958-09-05,G906,12113,012113,Porto Ceresio,PORTO CERESIO,,,12,1,Provincia,3,VA,1,,
2164,82,1958-09-05,1985-03-05,G906,12113,012113,Porto Ceresio,PORTO CERESIO,,,12,1,Provincia,3,VA,1,CECS,11062
2164,82,1985-03-05,9999-12-31,G906,12113,012113,Porto Ceresio,PORTO CERESIO,,,12,1,Provincia,3,VA,1,AQ,2105
